% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
4.926	1	6	6	522.979	0
4.927	1	1	7	449.583	0
4.928	1	5	8	390.297	0
4.961	1	3	1	538.53	0
4.962	1	7	2	926.061	0
4.964	1	2	4	245.93	0
4.965	1	4	5	929.329	0
4.966	1	6	6	270.021	0
4.967	1	1	7	778.47	0
4.968	1	5	8	249.301	0
5.001	1	3	1	1865.22	0
5.002	1	7	2	210.989	0
5.004	1	2	4	374.638	0
5.005	1	4	5	2949.09	0
5.006	1	6	6	3029.44	0
5.007	1	1	7	504.779	0
5.008	1	5	8	1193.01	0
5.041	1	3	1	658.108	0
5.042	1	7	2	288.26	0
5.044	1	2	4	1522.61	0
5.045	1	4	5	677.415	0
5.046	1	6	6	3640.32	0
5.047	1	1	7	217.208	0
5.048	1	5	8	555.47	0
5.081	1	3	1	356.893	0
5.082	1	7	2	316.019	0
5.084	1	2	4	1030.65	0
5.085	1	4	5	1009.62	0
5.086	1	6	6	1583.56	0
5.087	1	1	7	92.3141	0
5.088	1	5	8	1083.48	0
5.121	1	3	1	987.716	0
5.122	1	7	2	38.0244	0
5.124	1	2	4	150.822	0
5.125	1	4	5	1006.82	0
5.126	1	6	6	1441.86	0
5.127	1	1	7	466.766	0
5.128	1	5	8	283.189	0
5.161	1	3	1	554.445	0
5.162	1	7	2	190.596	0
5.164	1	2	4	837.473	0
5.165	1	4	5	73.1714	0
5.166	1	6	6	442.778	0
5.167	1	1	7	1083.05	0
5.168	1	5	8	89.362	0
5.201	1	3	1	157.148	0
5.202	1	7	2	253.321	0
5.204	1	2	4	629.088	0
5.205	1	4	5	281.535	0
5.206	1	6	6	564.663	0
5.207	1	1	7	742.316	0
5.208	1	5	8	425.195	0
5.241	1	3	1	340.952	0
5.242	1	7	2	23.5429	0
5.244	1	2	4	357.917	0
5.245	1	4	5	498.021	0
5.246	1	6	6	1515.76	0
5.247	1	1	7	61.1155	0
5.248	1	5	8	371.841	0
5.281	1	3	1	331.263	0
5.282	1	7	2	192.588	0
5.284	1	2	4	878.216	0
5.285	1	4	5	471.579	0
5.286	1	6	6	383.52	0
5.287	1	1	7	602.522	0
5.288	1	5	8	586.751	0
5.321	1	3	1	197.529	0
5.322	1	7	2	323.07	0
5.324	1	2	4	595.803	0
5.325	1	4	5	759.637	0
5.326	1	6	6	1250.13	0
5.327	1	1	7	883.702	0
5.328	1	5	8	482.474	0
5.361	1	3	1	60.3584	0
5.362	1	7	2	206.406	0
5.364	1	2	4	152.846	0
5.365	1	4	5	304.086	0
5.366	1	6	6	1022.37	0
5.367	1	1	7	397.293	0
5.368	1	5	8	43.9739	0
5.401	1	3	1	189.16	0
5.402	1	7	2	112.287	0
5.404	1	2	4	103.65	0
5.405	1	4	5	148.173	0
5.406	1	6	6	425.015	0
5.407	1	1	7	330.078	0
5.408	1	5	8	448.681	0
5.441	1	3	1	589.174	0
5.442	1	7	2	284.546	0
5.444	1	2	4	115.495	0
5.445	1	4	5	637.415	0
5.446	1	6	6	2239.21	0
5.447	1	1	7	136.986	0
5.448	1	5	8	369.691	0
5.481	1	3	1	610.684	0
5.482	1	7	2	276.62	0
5.484	1	2	4	477.595	0
5.485	1	4	5	200.874	0
5.486	1	6	6	959.895	0
5.487	1	1	7	89.1883	0
5.488	1	5	8	45.2984	0
5.521	1	3	1	549.845	0
5.522	1	7	2	250.5	0
5.524	1	2	4	184.925	0
5.525	1	4	5	101.039	0
5.526	1	6	6	592.962	0
5.527	1	1	7	83.085	0
5.528	1	5	8	936.253	0
5.561	1	3	1	42.7412	0
5.562	1	7	2	167.034	0
5.564	1	2	4	71.1674	0
5.565	1	4	5	111.956	0
5.566	1	6	6	695.437	0
5.567	1	1	7	122.98	0
5.568	1	5	8	315.782	0
5.601	1	3	1	252.585	0
5.602	1	7	2	37.5852	0
5.604	1	2	4	263.727	0
5.605	1	4	5	554.052	0
5.606	1	6	6	620.89	0
5.607	1	1	7	88.622	0
5.608	1	5	8	198.976	0
5.641	1	3	1	223.837	0
5.642	1	7	2	116.787	0
5.644	1	2	4	71.3387	0
5.645	1	4	5	2249.19	0
5.646	1	6	6	133.391	0
5.647	1	1	7	29.4148	0
5.648	1	5	8	362.88	0
5.681	1	3	1	120.764	0
5.682	1	7	2	170.304	0
5.684	1	2	4	217.883	0
5.685	1	4	5	1520.73	0
5.686	1	6	6	1202.28	0
5.687	1	1	7	94.2414	0
5.688	1	5	8	280.984	0
5.721	1	3	1	325.164	0
5.722	1	7	2	175.799	0
5.724	1	2	4	240.368	0
5.725	1	4	5	222.285	0
5.726	1	6	6	1663.51	0
5.727	1	1	7	123.902	0
5.728	1	5	8	140.757	0
5.761	1	3	1	345.975	0
5.762	1	7	2	477.588	0
5.764	1	2	4	457.116	0
5.765	1	4	5	1232.89	0
5.766	1	6	6	756.243	0
5.767	1	1	7	63.3517	0
5.768	1	5	8	55.2975	0
5.801	1	3	1	665.048	0
5.802	1	7	2	558.807	0
5.804	1	2	4	354.292	0
5.805	1	4	5	925.078	0
5.806	1	6	6	933.095	0
5.807	1	1	7	166.743	0
5.808	1	5	8	320.897	0
5.841	1	3	1	105.19	0
5.842	1	7	2	71.3562	0
5.844	1	2	4	98.993	0
5.845	1	4	5	525.733	0
5.846	1	6	6	1557.2	0
5.847	1	1	7	129.973	0
5.848	1	5	8	654.909	0
5.881	1	3	1	705.446	0
5.882	1	7	2	267.412	0
5.884	1	2	4	1361.87	0
5.885	1	4	5	1288.56	0
5.886	1	6	6	1002.85	0
5.887	1	1	7	52.4729	0
5.888	1	5	8	483.137	0
5.921	1	3	1	1997.56	0
5.922	1	7	2	903.462	0
5.924	1	2	4	1309.82	0
5.925	1	4	5	873.229	0
5.926	1	6	6	1843.37	0
5.927	1	1	7	148.712	0
5.928	1	5	8	131.123	0
5.961	1	3	1	1021.73	0
5.962	1	7	2	630.582	0
5.964	1	2	4	659.527	0
5.965	1	4	5	223.773	0
5.966	1	6	6	3557.67	0
5.967	1	1	7	130.847	0
5.968	1	5	8	155.664	0
6.001	1	3	1	168.49	0
6.002	1	7	2	13.3071	0
6.004	1	2	4	2429.89	0
6.005	1	4	5	193.598	0
6.006	1	6	6	616.827	0
6.007	1	1	7	471.668	0
6.008	1	5	8	392.729	0
6.041	1	3	1	246.291	0
6.042	1	7	2	50.7045	0
6.044	1	2	4	1267.61	0
6.045	1	4	5	660.246	0
6.046	1	6	6	362.631	0
6.047	1	1	7	323.035	0
6.048	1	5	8	236.15	0
6.081	1	3	1	411.425	0
6.082	1	7	2	27.3159	0
6.084	1	2	4	723.681	0
6.085	1	4	5	166.883	0
6.086	1	6	6	675.491	0
6.087	1	1	7	86.8676	0
6.088	1	5	8	673.629	0
6.121	1	3	1	253.576	0
6.122	1	7	2	170.391	0
6.124	1	2	4	1128.52	0
6.125	1	4	5	221.936	0
6.126	1	6	6	529.205	0
6.127	1	1	7	230.126	0
6.128	1	5	8	2108.28	0
6.161	1	3	1	359.462	0
6.162	1	7	2	50.9649	0
6.164	1	2	4	78.0408	0
6.165	1	4	5	696.722	0
6.166	1	6	6	268.598	0
6.167	1	1	7	818.408	0
6.168	1	5	8	1900.6	0
6.201	1	3	1	469.939	0
6.202	1	7	2	283.112	0
6.204	1	2	4	546.251	0
6.205	1	4	5	581.484	0
6.206	1	6	6	100.167	0
6.207	1	1	7	956.681	0
6.208	1	5	8	322.132	0
6.241	1	3	1	192.925	0
6.242	1	7	2	666.449	0
6.244	1	2	4	374.378	0
6.245	1	4	5	268.906	0
6.246	1	6	6	574.232	0
6.247	1	1	7	204.971	0
6.248	1	5	8	574.84	0
6.281	1	3	1	88.7911	0
6.282	1	7	2	294.439	0
6.284	1	2	4	126.528	0
6.285	1	4	5	457.704	0
6.286	1	6	6	1203.45	0
6.287	1	1	7	261.525	0
6.288	1	5	8	950.571	0
6.321	1	3	1	296.737	0
6.322	1	7	2	147.818	0
6.324	1	2	4	259.653	0
6.325	1	4	5	761.109	0
6.326	1	6	6	907.862	0
6.327	1	1	7	855.159	0
6.328	1	5	8	502.176	0
6.361	1	3	1	295.309	0
6.362	1	7	2	236.262	0
6.364	1	2	4	553.042	0
6.365	1	4	5	177.052	0
6.366	1	6	6	250.19	0
6.367	1	1	7	537.846	0
6.368	1	5	8	986.104	0
6.401	1	3	1	481.165	0
6.402	1	7	2	42.1077	0
6.404	1	2	4	2125.71	0
6.405	1	4	5	167.443	0
6.406	1	6	6	277.823	0
6.407	1	1	7	294.934	0
6.408	1	5	8	460.377	0
6.441	1	3	1	1114.34	0
6.442	1	7	2	220.425	0
6.444	1	2	4	765.057	0
6.445	1	4	5	362.111	0
6.446	1	6	6	417.952	0
6.447	1	1	7	238.105	0
6.448	1	5	8	139.774	0
6.481	1	3	1	741.168	0
6.482	1	7	2	503.951	0
6.484	1	2	4	503.657	0
6.485	1	4	5	98.2298	0
6.486	1	6	6	134.819	0
6.487	1	1	7	26.5024	0
6.488	1	5	8	366.676	0
6.521	1	3	1	165.256	0
6.522	1	7	2	92.2175	0
6.524	1	2	4	888.752	0
6.525	1	4	5	174.801	0
6.526	1	6	6	1667.55	0
6.527	1	1	7	84.1202	0
6.528	1	5	8	722.199	0
6.561	1	3	1	123.784	0
6.562	1	7	2	540.527	0
6.564	1	2	4	1621.38	0
6.565	1	4	5	600.166	0
6.566	1	6	6	540.472	0
6.567	1	1	7	70.6416	0
6.568	1	5	8	1071.86	0
6.601	1	3	1	176.05	0
6.602	1	7	2	430.118	0
6.604	1	2	4	316.553	0
6.605	1	4	5	399.888	0
6.606	1	6	6	2141.82	0
6.607	1	1	7	154.036	0
6.608	1	5	8	370.271	0
6.641	1	3	1	686.667	0
6.642	1	7	2	90.3314	0
6.644	1	2	4	442.386	0
6.645	1	4	5	548.018	0
6.646	1	6	6	1099.21	0
6.647	1	1	7	103.509	0
6.648	1	5	8	107.017	0
6.681	1	3	1	1140.23	0
6.682	1	7	2	76.8128	0
6.684	1	2	4	694.973	0
6.685	1	4	5	552.834	0
6.686	1	6	6	1070.51	0
6.687	1	1	7	115.708	0
6.688	1	5	8	176.999	0
6.721	1	3	1	1021.29	0
6.722	1	7	2	70.7915	0
6.724	1	2	4	538.644	0
6.725	1	4	5	269.447	0
6.726	1	6	6	2064.66	0
6.727	1	1	7	177.74	0
6.728	1	5	8	67.8964	0
6.761	1	3	1	592.653	0
6.762	1	7	2	51.2031	0
6.764	1	2	4	422.144	0
6.765	1	4	5	1263.18	0
6.766	1	6	6	1043.88	0
6.767	1	1	7	94.9857	0
6.768	1	5	8	278.496	0
6.801	1	3	1	184.664	0
6.802	1	7	2	201.759	0
6.804	1	2	4	141.393	0
6.805	1	4	5	806.546	0
6.806	1	6	6	282.686	0
6.807	1	1	7	26.0275	0
6.808	1	5	8	370.213	0
6.841	1	3	1	869.853	0
6.842	1	7	2	137.016	0
6.844	1	2	4	390.637	0
6.845	1	4	5	133.315	0
6.846	1	6	6	218.309	0
6.847	1	1	7	95.3318	0
6.848	1	5	8	275.772	0
6.881	1	3	1	1419.94	0
6.882	1	7	2	297.37	0
6.884	1	2	4	242.021	0
6.885	1	4	5	480.051	0
6.886	1	6	6	357.038	0
6.887	1	1	7	113.36	0
6.888	1	5	8	1445.32	0
6.921	1	3	1	192.811	0
6.922	1	7	2	1056.6	0
6.924	1	2	4	78.5994	0
6.925	1	4	5	46.7027	0
6.926	1	6	6	1329.15	0
6.927	1	1	7	141.515	0
6.928	1	5	8	2405.72	0
6.961	1	3	1	1291.59	0
6.962	1	7	2	1078.07	0
6.964	1	2	4	49.3784	0
6.965	1	4	5	725.407	0
6.966	1	6	6	2081.37	0
6.967	1	1	7	369.818	0
6.968	1	5	8	1066.96	0
7.001	1	3	1	1197.17	0
7.002	1	7	2	121.278	0
7.004	1	2	4	592.526	0
7.005	1	4	5	623.899	0
7.006	1	6	6	1203.83	0
7.007	1	1	7	217.195	0
7.008	1	5	8	428.785	0
7.041	1	3	1	231.945	0
7.042	1	7	2	300.559	0
7.044	1	2	4	273.69	0
7.045	1	4	5	362.76	0
7.046	1	6	6	151.357	0
7.047	1	1	7	136.366	0
7.048	1	5	8	132.247	0
7.081	1	3	1	811.079	0
7.082	1	7	2	1099.5	0
7.084	1	2	4	242.984	0
7.085	1	4	5	659.833	0
7.086	1	6	6	1212.46	0
7.087	1	1	7	0.910313	0
7.088	1	5	8	76.7006	0
7.121	1	3	1	1730.15	0
7.122	1	7	2	1329.02	0
7.124	1	2	4	1015.39	0
7.125	1	4	5	410.529	0
7.126	1	6	6	1847.52	0
7.127	1	1	7	40.9347	0
7.128	1	5	8	43.6494	0
7.161	1	3	1	658.069	0
7.162	1	7	2	304.455	0
7.164	1	2	4	425.854	0
7.165	1	4	5	465.427	0
7.166	1	6	6	274.535	0
7.167	1	1	7	7.87324	0
7.168	1	5	8	43.5786	0
7.201	1	3	1	682.304	0
7.202	1	7	2	338.106	0
7.204	1	2	4	156.348	0
7.205	1	4	5	1397.31	0
7.206	1	6	6	744.57	0
7.207	1	1	7	102.485	0
7.208	1	5	8	72.6938	0
7.241	1	3	1	1178.35	0
7.242	1	7	2	1179.27	0
7.244	1	2	4	598.147	0
7.245	1	4	5	507.495	0
7.246	1	6	6	1002.07	0
7.247	1	1	7	56.6957	0
7.248	1	5	8	172.817	0
7.281	1	3	1	583.445	0
7.282	1	7	2	765.107	0
7.284	1	2	4	185.442	0
7.285	1	4	5	235.339	0
7.286	1	6	6	60.119	0
7.287	1	1	7	114.734	0
7.288	1	5	8	97.3947	0
7.321	1	3	1	192.812	0
7.322	1	7	2	410.746	0
7.324	1	2	4	30.1208	0
7.325	1	4	5	418.698	0
7.326	1	6	6	173.672	0
7.327	1	1	7	430.339	0
7.328	1	5	8	316.501	0
7.361	1	3	1	887.664	0
7.362	1	7	2	340.938	0
7.364	1	2	4	81.6286	0
7.365	1	4	5	61.0518	0
7.366	1	6	6	57.407	0
7.367	1	1	7	270.349	0
7.368	1	5	8	255.294	0
7.401	1	3	1	2359.6	0
7.402	1	7	2	37.2024	0
7.404	1	2	4	57.1246	0
7.405	1	4	5	1034.23	0
7.406	1	6	6	327.748	0
7.407	1	1	7	83.1092	0
7.408	1	5	8	290.324	0
7.441	1	3	1	1933.23	0
7.442	1	7	2	365.67	0
7.444	1	2	4	297.112	0
7.445	1	4	5	1249.63	0
7.446	1	6	6	467.138	0
7.447	1	1	7	163.884	0
7.448	1	5	8	647.885	0
7.481	1	3	1	193.162	0
7.482	1	7	2	305.848	0
7.484	1	2	4	80.096	0
7.485	1	4	5	365.058	0
7.486	1	6	6	216.052	0
7.487	1	1	7	50.8177	0
7.488	1	5	8	351.031	0
7.521	1	3	1	938.433	0
7.522	1	7	2	233.353	0
7.524	1	2	4	536.795	0
7.525	1	4	5	371.898	0
7.526	1	6	6	1030.27	0
7.527	1	1	7	381.575	0
7.528	1	5	8	81.899	0
7.561	1	3	1	486.272	0
7.562	1	7	2	324.281	0
7.564	1	2	4	467.077	0
7.565	1	4	5	712.666	0
7.566	1	6	6	574.635	0
7.567	1	1	7	680.347	0
7.568	1	5	8	697.061	0
7.601	1	3	1	149.049	0
7.602	1	7	2	49.7835	0
7.604	1	2	4	217.357	0
7.605	1	4	5	328.584	0
7.606	1	6	6	413.866	0
7.607	1	1	7	358.57	0
7.608	1	5	8	1298.64	0
7.641	1	3	1	323.587	0
7.642	1	7	2	99.3612	0
7.644	1	2	4	338.355	0
7.645	1	4	5	641.661	0
7.646	1	6	6	1050.33	0
7.647	1	1	7	85.971	0
7.648	1	5	8	476.103	0
7.681	1	3	1	301.18	0
7.682	1	7	2	144.885	0
7.684	1	2	4	600.935	0
7.685	1	4	5	1411.71	0
7.686	1	6	6	710.729	0
7.687	1	1	7	304.807	0
7.688	1	5	8	332.508	0
7.721	1	3	1	175.134	0
7.722	1	7	2	47.8607	0
7.724	1	2	4	161.889	0
7.725	1	4	5	353.981	0
7.726	1	6	6	45.351	0
7.727	1	1	7	259.697	0
7.728	1	5	8	436	0
7.761	1	3	1	52.4386	0
7.762	1	7	2	166.027	0
7.764	1	2	4	113.674	0
7.765	1	4	5	322.289	0
7.766	1	6	6	539.352	0
7.767	1	1	7	61.5919	0
7.768	1	5	8	66.2981	0
7.801	1	3	1	188.76	0
7.802	1	7	2	162.722	0
7.804	1	2	4	291.306	0
7.805	1	4	5	349.609	0
7.806	1	6	6	249.821	0
7.807	1	1	7	98.6389	0
7.808	1	5	8	537.784	0
7.841	1	3	1	549.221	0
7.842	1	7	2	341.205	0
7.844	1	2	4	76.6376	0
7.845	1	4	5	131.323	0
7.846	1	6	6	316.036	0
7.847	1	1	7	121.814	0
7.848	1	5	8	1001.55	0
7.881	1	3	1	539.57	0
7.882	1	7	2	116.636	0
7.884	1	2	4	269.795	0
7.885	1	4	5	1207.11	0
7.886	1	6	6	531.972	0
7.887	1	1	7	80.0779	0
7.888	1	5	8	532.89	0
7.921	1	3	1	191.58	0
7.922	1	7	2	223.438	0
7.924	1	2	4	275.207	0
7.925	1	4	5	1156.8	0
7.926	1	6	6	727.459	0
7.927	1	1	7	29.907	0
7.928	1	5	8	447.034	0
7.961	1	3	1	100.952	0
7.962	1	7	2	1018.25	0
7.964	1	2	4	559.058	0
7.965	1	4	5	279.173	0
7.966	1	6	6	1025.19	0
7.967	1	1	7	36.8808	0
7.968	1	5	8	888.811	0
8.001	1	3	1	494.195	0
8.002	1	7	2	166.46	0
8.004	1	2	4	225.707	0
8.005	1	4	5	572.145	0
8.006	1	6	6	2053.69	0
8.007	1	1	7	201.779	0
8.008	1	5	8	1387.41	0
8.041	1	3	1	242.544	0
8.042	1	7	2	40.6235	0
8.044	1	2	4	535.136	0
8.045	1	4	5	602.553	0
8.046	1	6	6	277.967	0
8.047	1	1	7	389.285	0
8.048	1	5	8	598.188	0
8.081	1	3	1	267.144	0
8.082	1	7	2	408.897	0
8.084	1	2	4	1427.92	0
8.085	1	4	5	274.059	0
8.086	1	6	6	1525.93	0
8.087	1	1	7	177.187	0
8.088	1	5	8	1209.53	0
8.121	1	3	1	576.976	0
8.122	1	7	2	636.974	0
8.124	1	2	4	488.602	0
8.125	1	4	5	1323.75	0
8.126	1	6	6	1177.85	0
8.127	1	1	7	27.5546	0
8.128	1	5	8	336.823	0
8.161	1	3	1	242.399	0
8.162	1	7	2	203.227	0
8.164	1	2	4	622.186	0
8.165	1	4	5	891.225	0
8.166	1	6	6	1084.12	0
8.167	1	1	7	439.193	0
8.168	1	5	8	89.7334	0
8.201	1	3	1	58.1527	0
8.202	1	7	2	185.134	0
8.204	1	2	4	2720.55	0
8.205	1	4	5	135.979	0
8.206	1	6	6	1555.7	0
8.207	1	1	7	528.502	0
8.208	1	5	8	467.019	0
8.241	1	3	1	289.125	0
8.242	1	7	2	201.672	0
8.244	1	2	4	1541.56	0
8.245	1	4	5	512.027	0
8.246	1	6	6	262.225	0
8.247	1	1	7	217.556	0
8.248	1	5	8	411.533	0
8.281	1	3	1	84.6093	0
8.282	1	7	2	32.9676	0
8.284	1	2	4	776.288	0
8.285	1	4	5	54.8278	0
8.286	1	6	6	491.804	0
8.287	1	1	7	157.506	0
8.288	1	5	8	639.39	0
8.321	1	3	1	215.954	0
8.322	1	7	2	310.482	0
8.324	1	2	4	1309.05	0
8.325	1	4	5	737.669	0
8.326	1	6	6	385.987	0
8.327	1	1	7	96.7	0
8.328	1	5	8	546.614	0
8.361	1	3	1	256.867	0
8.362	1	7	2	496.01	0
8.364	1	2	4	118.928	0
8.365	1	4	5	1434.89	0
8.366	1	6	6	211.921	0
8.367	1	1	7	81.4955	0
8.368	1	5	8	48.8799	0
8.401	1	3	1	452.367	0
8.402	1	7	2	241.72	0
8.404	1	2	4	573.759	0
8.405	1	4	5	608.565	0
8.406	1	6	6	390.168	0
8.407	1	1	7	347.48	0
8.408	1	5	8	481.094	0
8.441	1	3	1	414.132	0
8.442	1	7	2	246.11	0
8.444	1	2	4	464.684	0
8.445	1	4	5	131.965	0
8.446	1	6	6	953.005	0
8.447	1	1	7	348.196	0
8.448	1	5	8	420.25	0
8.481	1	3	1	61.5433	0
8.482	1	7	2	451.249	0
8.484	1	2	4	121.871	0
8.485	1	4	5	231.102	0
8.486	1	6	6	1652.1	0
8.487	1	1	7	120.58	0
8.488	1	5	8	46.8771	0
8.521	1	3	1	212.915	0
8.522	1	7	2	560.26	0
8.524	1	2	4	274.811	0
8.525	1	4	5	887.554	0
8.526	1	6	6	250.274	0
8.527	1	1	7	60.4877	0
8.528	1	5	8	235.039	0
8.561	1	3	1	419.719	0
8.562	1	7	2	457.378	0
8.564	1	2	4	137.592	0
8.565	1	4	5	201.561	0
8.566	1	6	6	1281.35	0
8.567	1	1	7	180.36	0
8.568	1	5	8	336.515	0
8.601	1	3	1	1646.06	0
8.602	1	7	2	11.8809	0
8.604	1	2	4	54.0242	0
8.605	1	4	5	1554.52	0
8.606	1	6	6	1051.13	0
8.607	1	1	7	149.438	0
8.608	1	5	8	437.671	0
8.641	1	3	1	2167.24	0
8.642	1	7	2	457.507	0
8.644	1	2	4	313.329	0
8.645	1	4	5	834.428	0
8.646	1	6	6	998.59	0
8.647	1	1	7	62.1909	0
8.648	1	5	8	132.738	0
8.681	1	3	1	591.947	0
8.682	1	7	2	924.808	0
8.684	1	2	4	639.088	0
8.685	1	4	5	1231	0
8.686	1	6	6	426.62	0
8.687	1	1	7	91.9662	0
8.688	1	5	8	78.4924	0
8.721	1	3	1	428.252	0
8.722	1	7	2	492.735	0
8.724	1	2	4	471.178	0
8.725	1	4	5	1885.74	0
8.726	1	6	6	427.555	0
8.727	1	1	7	82.6622	0
8.728	1	5	8	45.1521	0
8.761	1	3	1	1799.89	0
8.762	1	7	2	247.169	0
8.764	1	2	4	127.798	0
8.765	1	4	5	242.266	0
8.766	1	6	6	691.175	0
8.767	1	1	7	30.4653	0
8.768	1	5	8	44.3415	0
8.801	1	3	1	1271.88	0
8.802	1	7	2	215.398	0
8.804	1	2	4	151.618	0
8.805	1	4	5	1486.42	0
8.806	1	6	6	230.038	0
8.807	1	1	7	50.778	0
8.808	1	5	8	78.3529	0
8.841	1	3	1	634.311	0
8.842	1	7	2	81.4855	0
8.844	1	2	4	219.727	0
8.845	1	4	5	1105.62	0
8.846	1	6	6	121.094	0
8.847	1	1	7	106.923	0
8.848	1	5	8	177.481	0
8.881	1	3	1	558.461	0
8.882	1	7	2	418.783	0
8.884	1	2	4	71.7113	0
8.885	1	4	5	1311.09	0
8.886	1	6	6	66.4605	0
8.887	1	1	7	51.9238	0
8.888	1	5	8	101.548	0
8.921	1	3	1	62.6033	0
8.922	1	7	2	653.363	0
8.924	1	2	4	355.035	0
8.925	1	4	5	2501.94	0
8.926	1	6	6	69.1637	0
8.927	1	1	7	105.859	0
8.928	1	5	8	331.487	0
8.961	1	3	1	510.145	0
8.962	1	7	2	293.074	0
8.964	1	2	4	441.967	0
8.965	1	4	5	521.709	0
8.966	1	6	6	91.0136	0
8.967	1	1	7	128.952	0
8.968	1	5	8	256.559	0
9.001	1	3	1	237.364	0
9.002	1	7	2	217.956	0
9.004	1	2	4	381.2	0
9.005	1	4	5	588.148	0
9.006	1	6	6	2045.27	0
9.007	1	1	7	343.316	0
9.008	1	5	8	426.524	0
9.041	1	3	1	205.495	0
9.042	1	7	2	600.237	0
9.044	1	2	4	331.697	0
9.045	1	4	5	1070.14	0
9.046	1	6	6	297.039	0
9.047	1	1	7	75.141	0
9.048	1	5	8	434.191	0
9.081	1	3	1	154.688	0
9.082	1	7	2	174.276	0
9.084	1	2	4	96.3542	0
9.085	1	4	5	144.536	0
9.086	1	6	6	1636.91	0
9.087	1	1	7	263.754	0
9.088	1	5	8	1323.2	0
9.121	1	3	1	363.189	0
9.122	1	7	2	135.779	0
9.124	1	2	4	62.58	0
9.125	1	4	5	1393.75	0
9.126	1	6	6	1220.28	0
9.127	1	1	7	242.883	0
9.128	1	5	8	472.768	0
9.161	1	3	1	188.276	0
9.162	1	7	2	343.485	0
9.164	1	2	4	43.1074	0
9.165	1	4	5	1089.75	0
9.166	1	6	6	688.998	0
9.167	1	1	7	58.6279	0
9.168	1	5	8	1432.37	0
9.201	1	3	1	137.347	0
9.202	1	7	2	65.9542	0
9.204	1	2	4	34.9769	0
9.205	1	4	5	947.617	0
9.206	1	6	6	1677.71	0
9.207	1	1	7	84.8345	0
9.208	1	5	8	1090.57	0
9.241	1	3	1	317.681	0
9.242	1	7	2	31.4169	0
9.244	1	2	4	101.746	0
9.245	1	4	5	2095.01	0
9.246	1	6	6	1129.51	0
9.247	1	1	7	110.138	0
9.248	1	5	8	289.222	0
9.281	1	3	1	220.576	0
9.282	1	7	2	35.7055	0
9.284	1	2	4	146.717	0
9.285	1	4	5	376.579	0
9.286	1	6	6	287.543	0
9.287	1	1	7	73.7335	0
9.288	1	5	8	1401.88	0
9.321	1	3	1	230.773	0
9.322	1	7	2	54.442	0
9.324	1	2	4	115.781	0
9.325	1	4	5	1231.92	0
9.326	1	6	6	193.497	0
9.327	1	1	7	28.7579	0
9.328	1	5	8	631.537	0
9.361	1	3	1	365.8	0
9.362	1	7	2	168.143	0
9.364	1	2	4	332.91	0
9.365	1	4	5	1373.21	0
9.366	1	6	6	213.953	0
9.367	1	1	7	29.7314	0
9.368	1	5	8	1564.95	0
9.401	1	3	1	207.827	0
9.402	1	7	2	40.2056	0
9.404	1	2	4	188.886	0
9.405	1	4	5	1021.55	0
9.406	1	6	6	877.929	0
9.407	1	1	7	139.798	0
9.408	1	5	8	1661.36	0
9.441	1	3	1	52.2058	0
9.442	1	7	2	394.988	0
9.444	1	2	4	377.768	0
9.445	1	4	5	2611.54	0
9.446	1	6	6	1644.56	0
9.447	1	1	7	199.894	0
9.448	1	5	8	177.303	0
9.481	1	3	1	186.861	0
9.482	1	7	2	642.514	0
9.484	1	2	4	588.784	0
9.485	1	4	5	861.494	0
9.486	1	6	6	1577.18	0
9.487	1	1	7	105.712	0
9.488	1	5	8	763.538	0
9.521	1	3	1	974.118	0
9.522	1	7	2	46.4845	0
9.524	1	2	4	255.219	0
9.525	1	4	5	577.742	0
9.526	1	6	6	2289.4	0
9.527	1	1	7	25.1982	0
9.528	1	5	8	1210.96	0
9.561	1	3	1	3023.93	0
9.562	1	7	2	164.553	0
9.564	1	2	4	94.3953	0
9.565	1	4	5	1122.07	0
9.566	1	6	6	786.191	0
9.567	1	1	7	201.551	0
9.568	1	5	8	3160.47	0
9.601	1	3	1	1869.23	0
9.602	1	7	2	161.024	0
9.604	1	2	4	157.886	0
9.605	1	4	5	1447.92	0
9.606	1	6	6	874.705	0
9.607	1	1	7	306.678	0
9.608	1	5	8	1292.01	0
9.641	1	3	1	328.817	0
9.642	1	7	2	338.333	0
9.644	1	2	4	333.617	0
9.645	1	4	5	514.239	0
9.646	1	6	6	1751.46	0
9.647	1	1	7	45.5087	0
9.648	1	5	8	1089.03	0
9.681	1	3	1	321.566	0
9.682	1	7	2	126.569	0
9.684	1	2	4	162.569	0
9.685	1	4	5	190.494	0
9.686	1	6	6	823.613	0
9.687	1	1	7	123.262	0
9.688	1	5	8	1275.47	0
9.721	1	3	1	84.2797	0
9.722	1	7	2	204.91	0
9.724	1	2	4	332.565	0
9.725	1	4	5	152.091	0
9.726	1	6	6	2600.54	0
9.727	1	1	7	165.681	0
9.728	1	5	8	43.9259	0
9.761	1	3	1	330.745	0
9.762	1	7	2	1009.6	0
9.764	1	2	4	406.481	0
9.765	1	4	5	433.916	0
9.766	1	6	6	1453.26	0
9.767	1	1	7	9.92818	0
9.768	1	5	8	804.272	0
9.801	1	3	1	202.804	0
9.802	1	7	2	660.517	0
9.804	1	2	4	127.973	0
9.805	1	4	5	1257.47	0
9.806	1	6	6	275.982	0
9.807	1	1	7	28.648	0
