% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
9.808	1	5	8	328.986	0
9.841	1	3	1	70.2185	0
9.842	1	7	2	479.376	0
9.844	1	2	4	304.906	0
9.845	1	4	5	1593.57	0
9.846	1	6	6	1164	0
9.847	1	1	7	9.45929	0
9.848	1	5	8	235.37	0
9.881	1	3	1	61.0288	0
9.882	1	7	2	601.025	0
9.884	1	2	4	375.618	0
9.885	1	4	5	1225.46	0
9.886	1	6	6	878.994	0
9.887	1	1	7	53.9498	0
9.888	1	5	8	265.878	0
9.921	1	3	1	535.171	0
9.922	1	7	2	74.7718	0
9.924	1	2	4	236.815	0
9.925	1	4	5	543.186	0
9.926	1	6	6	849.049	0
9.927	1	1	7	76.8203	0
9.928	1	5	8	995.961	0
9.961	1	3	1	1462.61	0
9.962	1	7	2	596.887	0
9.964	1	2	4	401.77	0
9.965	1	4	5	387.42	0
9.966	1	6	6	304.623	0
9.967	1	1	7	35.4973	0
9.968	1	5	8	2671.45	0
10.001	1	3	1	1298.71	0
10.002	1	7	2	233.637	0
10.004	1	2	4	17.6697	0
10.005	1	4	5	96.8663	0
10.006	1	6	6	1946.55	0
10.007	1	1	7	115.527	0
10.008	1	5	8	2041.92	0
10.041	1	3	1	437.759	0
10.042	1	7	2	39.66	0
10.044	1	2	4	99.4206	0
10.045	1	4	5	58.5059	0
10.046	1	6	6	255.819	0
10.047	1	1	7	153.07	0
10.048	1	5	8	345.487	0
10.081	1	3	1	257.373	0
10.082	1	7	2	230.342	0
10.084	1	2	4	41.4105	0
10.085	1	4	5	54.158	0
10.086	1	6	6	723.526	0
10.087	1	1	7	281.1	0
10.088	1	5	8	615.448	0
10.121	1	3	1	680.873	0
10.122	1	7	2	504.584	0
10.124	1	2	4	311.19	0
10.125	1	4	5	114.262	0
10.126	1	6	6	749.544	0
10.127	1	1	7	108.501	0
10.128	1	5	8	1015.96	0
10.161	1	3	1	365.339	0
10.162	1	7	2	296.057	0
10.164	1	2	4	105.38	0
10.165	1	4	5	223.222	0
10.166	1	6	6	135.09	0
10.167	1	1	7	52.1064	0
10.168	1	5	8	535.785	0
10.201	1	3	1	106.932	0
10.202	1	7	2	206.022	0
10.204	1	2	4	474.447	0
10.205	1	4	5	137.604	0
10.206	1	6	6	460.167	0
10.207	1	1	7	103.292	0
10.208	1	5	8	1050.27	0
10.241	1	3	1	231.403	0
10.242	1	7	2	434.652	0
10.244	1	2	4	1232.53	0
10.245	1	4	5	445.304	0
10.246	1	6	6	609.733	0
10.247	1	1	7	84.1246	0
10.248	1	5	8	489.476	0
10.281	1	3	1	218.831	0
10.282	1	7	2	343.383	0
10.284	1	2	4	588.289	0
10.285	1	4	5	306.553	0
10.286	1	6	6	3146.14	0
10.287	1	1	7	44.4634	0
10.288	1	5	8	148.349	0
10.321	1	3	1	128.297	0
10.322	1	7	2	382.279	0
10.324	1	2	4	260.626	0
10.325	1	4	5	440.83	0
10.326	1	6	6	1576.44	0
10.327	1	1	7	14.666	0
10.328	1	5	8	388.489	0
10.361	1	3	1	38.5505	0
10.362	1	7	2	947.327	0
10.364	1	2	4	445.35	0
10.365	1	4	5	856.542	0
10.366	1	6	6	507.988	0
10.367	1	1	7	78.7934	0
10.368	1	5	8	94.008	0
10.401	1	3	1	129.12	0
10.402	1	7	2	822.189	0
10.404	1	2	4	88.5443	0
10.405	1	4	5	415.421	0
10.406	1	6	6	2101.2	0
10.407	1	1	7	179.685	0
10.408	1	5	8	252.256	0
10.441	1	3	1	386.745	0
10.442	1	7	2	175.68	0
10.444	1	2	4	371.217	0
10.445	1	4	5	305.086	0
10.446	1	6	6	157.727	0
10.447	1	1	7	145.429	0
10.448	1	5	8	351.835	0
10.481	1	3	1	388.5	0
10.482	1	7	2	326.351	0
10.484	1	2	4	925.777	0
10.485	1	4	5	422.031	0
10.486	1	6	6	2147.58	0
10.487	1	1	7	42.4918	0
10.488	1	5	8	1098.02	0
10.521	1	3	1	453.418	0
10.522	1	7	2	74.115	0
10.524	1	2	4	419.956	0
10.525	1	4	5	2739.97	0
10.526	1	6	6	606.031	0
10.527	1	1	7	39.0724	0
10.528	1	5	8	859.108	0
10.561	1	3	1	741.785	0
10.562	1	7	2	306.25	0
10.564	1	2	4	971.699	0
10.565	1	4	5	208.359	0
10.566	1	6	6	715.579	0
10.567	1	1	7	425.801	0
10.568	1	5	8	1301.54	0
10.601	1	3	1	237.712	0
10.602	1	7	2	588.886	0
10.604	1	2	4	1181.69	0
10.605	1	4	5	2076.77	0
10.606	1	6	6	34.4486	0
10.607	1	1	7	574.188	0
10.608	1	5	8	624.917	0
10.641	1	3	1	121.744	0
10.642	1	7	2	574.216	0
10.644	1	2	4	142.104	0
10.645	1	4	5	821.884	0
10.646	1	6	6	1681.89	0
10.647	1	1	7	253.024	0
10.648	1	5	8	387.949	0
10.681	1	3	1	940.613	0
10.682	1	7	2	366.131	0
10.684	1	2	4	2509.17	0
10.685	1	4	5	1025.55	0
10.686	1	6	6	2273.04	0
10.687	1	1	7	218.618	0
10.688	1	5	8	1865.84	0
10.721	1	3	1	918.92	0
10.722	1	7	2	111.8	0
10.724	1	2	4	2044.06	0
10.725	1	4	5	4135.36	0
10.726	1	6	6	988.364	0
10.727	1	1	7	80.7195	0
10.728	1	5	8	1151.95	0
10.761	1	3	1	356.622	0
10.762	1	7	2	358.545	0
10.764	1	2	4	439.088	0
10.765	1	4	5	1826.18	0
10.766	1	6	6	1537.85	0
10.767	1	1	7	68.6554	0
10.768	1	5	8	527.683	0
10.801	1	3	1	297.525	0
10.802	1	7	2	801.145	0
10.804	1	2	4	1070.57	0
10.805	1	4	5	787.213	0
10.806	1	6	6	648.522	0
10.807	1	1	7	228.767	0
10.808	1	5	8	1268.4	0
10.841	1	3	1	147.883	0
10.842	1	7	2	201.834	0
10.844	1	2	4	618.987	0
10.845	1	4	5	1591.43	0
10.846	1	6	6	522.779	0
10.847	1	1	7	64.5666	0
10.848	1	5	8	925.411	0
10.881	1	3	1	205.901	0
10.882	1	7	2	465.676	0
10.884	1	2	4	19.9722	0
10.885	1	4	5	443.092	0
10.886	1	6	6	2177.07	0
10.887	1	1	7	168.293	0
10.888	1	5	8	251.276	0
10.921	1	3	1	703.81	0
10.922	1	7	2	1551.03	0
10.924	1	2	4	351.298	0
10.925	1	4	5	118.023	0
10.926	1	6	6	1233.91	0
10.927	1	1	7	168.416	0
10.928	1	5	8	578.545	0
10.961	1	3	1	579.838	0
10.962	1	7	2	742.796	0
10.964	1	2	4	402.275	0
10.965	1	4	5	614.14	0
10.966	1	6	6	629.401	0
10.967	1	1	7	48.0195	0
10.968	1	5	8	2169.23	0
11.001	1	3	1	499.277	0
11.002	1	7	2	240.51	0
11.004	1	2	4	629.339	0
11.005	1	4	5	899.246	0
11.006	1	6	6	103.296	0
11.007	1	1	7	33.1023	0
11.008	1	5	8	767.109	0
11.041	1	3	1	548.9	0
11.042	1	7	2	234.618	0
11.044	1	2	4	181.481	0
11.045	1	4	5	1551.06	0
11.046	1	6	6	226.585	0
11.047	1	1	7	41.9342	0
11.048	1	5	8	500.71	0
11.081	1	3	1	58.9929	0
11.082	1	7	2	429.627	0
11.084	1	2	4	109.362	0
11.085	1	4	5	329.835	0
11.086	1	6	6	477.307	0
11.087	1	1	7	76.7213	0
11.088	1	5	8	623.231	0
11.121	1	3	1	300.249	0
11.122	1	7	2	322.704	0
11.124	1	2	4	305.435	0
11.125	1	4	5	170.364	0
11.126	1	6	6	256.672	0
11.127	1	1	7	21.9769	0
11.128	1	5	8	72.3817	0
11.161	1	3	1	282.849	0
11.162	1	7	2	270.372	0
11.164	1	2	4	79.7933	0
11.165	1	4	5	629.673	0
11.166	1	6	6	1202.58	0
11.167	1	1	7	79.4406	0
11.168	1	5	8	939.019	0
11.201	1	3	1	4.61485	0
11.202	1	7	2	83.48	0
11.204	1	2	4	273.003	0
11.205	1	4	5	542.058	0
11.206	1	6	6	2711.41	0
11.207	1	1	7	77.7205	0
11.208	1	5	8	934.426	0
11.241	1	3	1	64.2729	0
11.242	1	7	2	225.505	0
11.244	1	2	4	282.096	0
11.245	1	4	5	882.263	0
11.246	1	6	6	1740.46	0
11.247	1	1	7	162.412	0
11.248	1	5	8	96.6406	0
11.281	1	3	1	11.9055	0
11.282	1	7	2	157.883	0
11.284	1	2	4	563.306	0
11.285	1	4	5	640.496	0
11.286	1	6	6	202.017	0
11.287	1	1	7	71.6328	0
11.288	1	5	8	572.297	0
11.321	1	3	1	134.702	0
11.322	1	7	2	48.3966	0
11.324	1	2	4	359.503	0
11.325	1	4	5	68.7541	0
11.326	1	6	6	927.372	0
11.327	1	1	7	82.7182	0
11.328	1	5	8	482.781	0
11.361	1	3	1	123.595	0
11.362	1	7	2	31.0472	0
11.364	1	2	4	175.583	0
11.365	1	4	5	694.458	0
11.366	1	6	6	923.542	0
11.367	1	1	7	479.72	0
11.368	1	5	8	4.08628	0
11.401	1	3	1	110.382	0
11.402	1	7	2	24.3419	0
11.404	1	2	4	1668.21	0
11.405	1	4	5	476.525	0
11.406	1	6	6	652.693	0
11.407	1	1	7	335.922	0
11.408	1	5	8	120.442	0
11.441	1	3	1	621.77	0
11.442	1	7	2	18.1671	0
11.444	1	2	4	1414.39	0
11.445	1	4	5	81.9196	0
11.446	1	6	6	1122.04	0
11.447	1	1	7	223.258	0
11.448	1	5	8	20.4397	0
11.481	1	3	1	515.793	0
11.482	1	7	2	64.7248	0
11.484	1	2	4	778.436	0
11.485	1	4	5	684.431	0
11.486	1	6	6	281.112	0
11.487	1	1	7	297.288	0
11.488	1	5	8	266.928	0
11.521	1	3	1	1249.3	0
11.522	1	7	2	59.1283	0
11.524	1	2	4	746.393	0
11.525	1	4	5	1207.18	0
11.526	1	6	6	201.779	0
11.527	1	1	7	60.2325	0
11.528	1	5	8	55.3715	0
11.561	1	3	1	755.418	0
11.562	1	7	2	119.021	0
11.564	1	2	4	3506	0
11.565	1	4	5	1877.52	0
11.566	1	6	6	569.239	0
11.567	1	1	7	685.719	0
11.568	1	5	8	266.573	0
11.601	1	3	1	158.341	0
11.602	1	7	2	318.762	0
11.604	1	2	4	3065.42	0
11.605	1	4	5	129.494	0
11.606	1	6	6	346.984	0
11.607	1	1	7	482.78	0
11.608	1	5	8	666.14	0
11.641	1	3	1	876.386	0
11.642	1	7	2	249.792	0
11.644	1	2	4	610.703	0
11.645	1	4	5	855.593	0
11.646	1	6	6	541.173	0
11.647	1	1	7	113.519	0
11.648	1	5	8	581.551	0
11.681	1	3	1	105.282	0
11.682	1	7	2	115.476	0
11.684	1	2	4	431.794	0
11.685	1	4	5	617.951	0
11.686	1	6	6	449.751	0
11.687	1	1	7	282.84	0
11.688	1	5	8	182.431	0
11.721	1	3	1	764.496	0
11.722	1	7	2	221.693	0
11.724	1	2	4	145.831	0
11.725	1	4	5	208.3	0
11.726	1	6	6	297.636	0
11.727	1	1	7	139.509	0
11.728	1	5	8	134.875	0
11.761	1	3	1	1524.13	0
11.762	1	7	2	331.33	0
11.764	1	2	4	347.953	0
11.765	1	4	5	426.344	0
11.766	1	6	6	1185.59	0
11.767	1	1	7	6.34786	0
11.768	1	5	8	252.751	0
11.801	1	3	1	429.464	0
11.802	1	7	2	60.5378	0
11.804	1	2	4	363.764	0
11.805	1	4	5	905.713	0
11.806	1	6	6	603.719	0
11.807	1	1	7	95.6488	0
11.808	1	5	8	86.8807	0
11.841	1	3	1	406.055	0
11.842	1	7	2	89.2885	0
11.844	1	2	4	83.7185	0
11.845	1	4	5	3472.2	0
11.846	1	6	6	144.588	0
11.847	1	1	7	100.372	0
11.848	1	5	8	304.923	0
11.881	1	3	1	532.381	0
11.882	1	7	2	151.684	0
11.884	1	2	4	94.601	0
11.885	1	4	5	1246.42	0
11.886	1	6	6	404.554	0
11.887	1	1	7	127.893	0
11.888	1	5	8	514.925	0
11.921	1	3	1	69.8594	0
11.922	1	7	2	45.3636	0
11.924	1	2	4	428.719	0
11.925	1	4	5	818.43	0
11.926	1	6	6	32.8698	0
11.927	1	1	7	153.233	0
11.928	1	5	8	306.916	0
11.961	1	3	1	95.0178	0
11.962	1	7	2	163.055	0
11.964	1	2	4	1822.9	0
11.965	1	4	5	2138.52	0
11.966	1	6	6	728.188	0
11.967	1	1	7	23.1501	0
11.968	1	5	8	585.151	0
12.001	1	3	1	59.6627	0
12.002	1	7	2	317.565	0
12.004	1	2	4	474.468	0
12.005	1	4	5	559.216	0
12.006	1	6	6	2412.01	0
12.007	1	1	7	151.266	0
12.008	1	5	8	81.8801	0
12.041	1	3	1	167.924	0
12.042	1	7	2	225.841	0
12.044	1	2	4	159.253	0
12.045	1	4	5	305.83	0
12.046	1	6	6	1602.93	0
12.047	1	1	7	84.0069	0
12.048	1	5	8	44.8812	0
12.081	1	3	1	99.1125	0
12.082	1	7	2	13.1855	0
12.084	1	2	4	109.154	0
12.085	1	4	5	1484.23	0
12.086	1	6	6	188.153	0
12.087	1	1	7	50.2372	0
12.088	1	5	8	47.3104	0
12.121	1	3	1	75.1339	0
12.122	1	7	2	164.032	0
12.124	1	2	4	105.746	0
12.125	1	4	5	3259.73	0
12.126	1	6	6	807.425	0
12.127	1	1	7	73.632	0
12.128	1	5	8	55.9361	0
12.161	1	3	1	117.936	0
12.162	1	7	2	80.9497	0
12.164	1	2	4	1126.72	0
12.165	1	4	5	2031.35	0
12.166	1	6	6	842.569	0
12.167	1	1	7	51.9556	0
12.168	1	5	8	172.97	0
12.201	1	3	1	329.542	0
12.202	1	7	2	94.2182	0
12.204	1	2	4	1890.76	0
12.205	1	4	5	236.591	0
12.206	1	6	6	571.898	0
12.207	1	1	7	17.402	0
12.208	1	5	8	96.9198	0
12.241	1	3	1	472.269	0
12.242	1	7	2	166.318	0
12.244	1	2	4	482.304	0
12.245	1	4	5	1156.28	0
12.246	1	6	6	1007.67	0
12.247	1	1	7	57.8913	0
12.248	1	5	8	277.644	0
12.281	1	3	1	221.444	0
12.282	1	7	2	221.655	0
12.284	1	2	4	492.847	0
12.285	1	4	5	1106.96	0
12.286	1	6	6	269.337	0
12.287	1	1	7	72.9764	0
12.288	1	5	8	290.097	0
12.321	1	3	1	1439.93	0
12.322	1	7	2	325.502	0
12.324	1	2	4	1080.69	0
12.325	1	4	5	819.114	0
12.326	1	6	6	228.223	0
12.327	1	1	7	38.2389	0
12.328	1	5	8	234.652	0
12.361	1	3	1	1840.68	0
12.362	1	7	2	12.3412	0
12.364	1	2	4	411.994	0
12.365	1	4	5	1380.64	0
12.366	1	6	6	299.036	0
12.367	1	1	7	100.967	0
12.368	1	5	8	623.982	0
12.401	1	3	1	507.076	0
12.402	1	7	2	584.052	0
12.404	1	2	4	723.908	0
12.405	1	4	5	325.282	0
12.406	1	6	6	98.9021	0
12.407	1	1	7	75.4788	0
12.408	1	5	8	406.928	0
12.441	1	3	1	200.446	0
12.442	1	7	2	1008.81	0
12.444	1	2	4	998.085	0
12.445	1	4	5	349.08	0
12.446	1	6	6	239.252	0
12.447	1	1	7	31.9712	0
12.448	1	5	8	203.635	0
12.481	1	3	1	116.886	0
12.482	1	7	2	442.192	0
12.484	1	2	4	373.341	0
12.485	1	4	5	395.795	0
12.486	1	6	6	445.997	0
12.487	1	1	7	89.8143	0
12.488	1	5	8	309.051	0
12.521	1	3	1	445.299	0
12.522	1	7	2	157.353	0
12.524	1	2	4	189.548	0
12.525	1	4	5	301.381	0
12.526	1	6	6	1328.69	0
12.527	1	1	7	122.64	0
12.528	1	5	8	454.986	0
12.561	1	3	1	117.063	0
12.562	1	7	2	113.494	0
12.564	1	2	4	1613.25	0
12.565	1	4	5	2437.98	0
12.566	1	6	6	2606.48	0
12.567	1	1	7	198.821	0
12.568	1	5	8	436.765	0
12.601	1	3	1	56.5379	0
12.602	1	7	2	196.635	0
12.604	1	2	4	1314.81	0
12.605	1	4	5	2538.02	0
12.606	1	6	6	1409.19	0
12.607	1	1	7	126.65	0
12.608	1	5	8	692.487	0
12.641	1	3	1	72.7076	0
12.642	1	7	2	148.217	0
12.644	1	2	4	748.454	0
12.645	1	4	5	595.028	0
12.646	1	6	6	155.186	0
12.647	1	1	7	240.711	0
12.648	1	5	8	260.743	0
12.681	1	3	1	32.3104	0
12.682	1	7	2	71.7833	0
12.684	1	2	4	1104.57	0
12.685	1	4	5	877.475	0
12.686	1	6	6	1658.18	0
12.687	1	1	7	451.778	0
12.688	1	5	8	145.269	0
12.721	1	3	1	151.716	0
12.722	1	7	2	31.5642	0
12.724	1	2	4	198.695	0
12.725	1	4	5	533.814	0
12.726	1	6	6	1901.76	0
12.727	1	1	7	255.344	0
12.728	1	5	8	575.767	0
12.761	1	3	1	140.241	0
12.762	1	7	2	183.799	0
12.764	1	2	4	791.245	0
12.765	1	4	5	270.572	0
12.766	1	6	6	819.473	0
12.767	1	1	7	55.8896	0
12.768	1	5	8	168.142	0
12.801	1	3	1	170.736	0
12.802	1	7	2	353.921	0
12.804	1	2	4	1600.12	0
12.805	1	4	5	1537.77	0
12.806	1	6	6	750.16	0
12.807	1	1	7	196.19	0
12.808	1	5	8	168.918	0
12.841	1	3	1	764.596	0
12.842	1	7	2	248.147	0
12.844	1	2	4	589.973	0
12.845	1	4	5	807.358	0
12.846	1	6	6	213.958	0
12.847	1	1	7	180.676	0
12.848	1	5	8	591.808	0
12.881	1	3	1	990.087	0
12.882	1	7	2	65.2086	0
12.884	1	2	4	653.509	0
12.885	1	4	5	182.19	0
12.886	1	6	6	309.758	0
12.887	1	1	7	43.6146	0
12.888	1	5	8	513.177	0
12.921	1	3	1	307.385	0
12.922	1	7	2	87.6217	0
12.924	1	2	4	1092.87	0
12.925	1	4	5	910.993	0
12.926	1	6	6	768.296	0
12.927	1	1	7	63.1142	0
12.928	1	5	8	237.994	0
12.961	1	3	1	133.294	0
12.962	1	7	2	116.876	0
12.964	1	2	4	526.449	0
12.965	1	4	5	370.934	0
12.966	1	6	6	187.925	0
12.967	1	1	7	81.9442	0
12.968	1	5	8	369.217	0
13.001	1	3	1	1194.89	0
13.002	1	7	2	443.801	0
13.004	1	2	4	105.039	0
13.005	1	4	5	933.111	0
13.006	1	6	6	80.4522	0
13.007	1	1	7	41.6661	0
13.008	1	5	8	551.182	0
13.041	1	3	1	797.721	0
13.042	1	7	2	22.7574	0
13.044	1	2	4	111.814	0
13.045	1	4	5	482.122	0
13.046	1	6	6	337.011	0
13.047	1	1	7	16.8434	0
13.048	1	5	8	42.7555	0
13.081	1	3	1	318.331	0
13.082	1	7	2	150.907	0
13.084	1	2	4	300.675	0
13.085	1	4	5	131.421	0
13.086	1	6	6	244.599	0
13.087	1	1	7	63.9756	0
13.088	1	5	8	252.158	0
13.121	1	3	1	605.561	0
13.122	1	7	2	232.174	0
13.124	1	2	4	165.509	0
13.125	1	4	5	300.049	0
13.126	1	6	6	457.722	0
13.127	1	1	7	60.1633	0
13.128	1	5	8	223.02	0
13.161	1	3	1	89.2275	0
13.162	1	7	2	231.682	0
13.164	1	2	4	254.351	0
13.165	1	4	5	233.749	0
13.166	1	6	6	1722.39	0
13.167	1	1	7	41.1664	0
13.168	1	5	8	120.095	0
13.201	1	3	1	212.606	0
13.202	1	7	2	357.662	0
13.204	1	2	4	391.681	0
13.205	1	4	5	164.821	0
13.206	1	6	6	1858.64	0
13.207	1	1	7	101.2	0
13.208	1	5	8	322.773	0
13.241	1	3	1	240.004	0
13.242	1	7	2	119.368	0
13.244	1	2	4	132.52	0
13.245	1	4	5	673.13	0
13.246	1	6	6	429.132	0
13.247	1	1	7	56.9426	0
13.248	1	5	8	342.826	0
13.281	1	3	1	38.3614	0
13.282	1	7	2	87.8284	0
13.284	1	2	4	232.888	0
13.285	1	4	5	498.897	0
13.286	1	6	6	377.707	0
13.287	1	1	7	36.3845	0
13.288	1	5	8	657.88	0
13.321	1	3	1	143.967	0
13.322	1	7	2	298.873	0
13.324	1	2	4	350.381	0
13.325	1	4	5	583.529	0
13.326	1	6	6	869.747	0
13.327	1	1	7	89.269	0
13.328	1	5	8	103.887	0
13.361	1	3	1	174.032	0
13.362	1	7	2	75.3779	0
13.364	1	2	4	213.652	0
13.365	1	4	5	697.06	0
13.366	1	6	6	435.814	0
13.367	1	1	7	64.6254	0
13.368	1	5	8	695.623	0
13.401	1	3	1	951.813	0
13.402	1	7	2	100.026	0
13.404	1	2	4	325.039	0
13.405	1	4	5	264.477	0
13.406	1	6	6	795.306	0
13.407	1	1	7	63.5691	0
13.408	1	5	8	1966.81	0
13.441	1	3	1	507.988	0
13.442	1	7	2	313.332	0
13.444	1	2	4	395.135	0
13.445	1	4	5	1358.01	0
13.446	1	6	6	510.902	0
13.447	1	1	7	104.118	0
13.448	1	5	8	1004.57	0
13.481	1	3	1	141.642	0
13.482	1	7	2	260.943	0
13.484	1	2	4	146.082	0
13.485	1	4	5	1068.34	0
13.486	1	6	6	83.0827	0
13.487	1	1	7	63.129	0
13.488	1	5	8	1031.89	0
13.521	1	3	1	202.642	0
13.522	1	7	2	134.624	0
13.524	1	2	4	429	0
13.525	1	4	5	55.8605	0
13.526	1	6	6	334.845	0
13.527	1	1	7	56.8723	0
13.528	1	5	8	20.3243	0
13.561	1	3	1	40.4838	0
13.562	1	7	2	164.929	0
13.564	1	2	4	100.248	0
13.565	1	4	5	574.229	0
13.566	1	6	6	107.997	0
13.567	1	1	7	175.671	0
13.568	1	5	8	357.182	0
13.601	1	3	1	318.153	0
13.602	1	7	2	200.258	0
13.604	1	2	4	542.956	0
13.605	1	4	5	839.656	0
13.606	1	6	6	417.947	0
13.607	1	1	7	222.791	0
13.608	1	5	8	408.669	0
13.641	1	3	1	163.352	0
13.642	1	7	2	529.977	0
13.644	1	2	4	1791.95	0
13.645	1	4	5	500.641	0
13.646	1	6	6	172.57	0
13.647	1	1	7	83.2891	0
13.648	1	5	8	486.2	0
13.681	1	3	1	156.018	0
13.682	1	7	2	503.107	0
13.684	1	2	4	1068.72	0
13.685	1	4	5	308.814	0
13.686	1	6	6	92.0679	0
13.687	1	1	7	208.44	0
13.688	1	5	8	634.112	0
13.721	1	3	1	319.901	0
13.722	1	7	2	27.7356	0
13.724	1	2	4	287.797	0
13.725	1	4	5	799.319	0
13.726	1	6	6	77.7476	0
13.727	1	1	7	203.201	0
13.728	1	5	8	121.002	0
13.761	1	3	1	42.3691	0
13.762	1	7	2	379.284	0
13.764	1	2	4	590.182	0
13.765	1	4	5	652.433	0
13.766	1	6	6	852.543	0
13.767	1	1	7	59.336	0
13.768	1	5	8	267.988	0
13.801	1	3	1	377.702	0
13.802	1	7	2	925.366	0
13.804	1	2	4	121.634	0
13.805	1	4	5	34.081	0
13.806	1	6	6	1697.93	0
13.807	1	1	7	28.8615	0
13.808	1	5	8	519.04	0
13.841	1	3	1	329.093	0
13.842	1	7	2	546.258	0
13.844	1	2	4	433.853	0
13.845	1	4	5	407.598	0
13.846	1	6	6	539.713	0
13.847	1	1	7	24.1961	0
13.848	1	5	8	69.7298	0
13.881	1	3	1	245.042	0
13.882	1	7	2	248.542	0
13.884	1	2	4	929.723	0
13.885	1	4	5	242.686	0
13.886	1	6	6	344.882	0
13.887	1	1	7	89.4435	0
13.888	1	5	8	279.946	0
13.921	1	3	1	591.702	0
13.922	1	7	2	229.319	0
13.924	1	2	4	207.065	0
13.925	1	4	5	217.366	0
13.926	1	6	6	953.753	0
13.927	1	1	7	214.368	0
13.928	1	5	8	593.413	0
13.961	1	3	1	121.608	0
13.962	1	7	2	79.881	0
13.964	1	2	4	266.717	0
13.965	1	4	5	441.241	0
13.966	1	6	6	398.673	0
13.967	1	1	7	238.943	0
13.968	1	5	8	421.793	0
14.001	1	3	1	213.528	0
14.002	1	7	2	28.1657	0
14.004	1	2	4	124.751	0
14.005	1	4	5	723.654	0
14.006	1	6	6	264.92	0
14.007	1	1	7	44.5014	0
14.008	1	5	8	300.908	0
14.041	1	3	1	144.661	0
14.042	1	7	2	25.0252	0
14.044	1	2	4	98.0912	0
14.045	1	4	5	1377.2	0
14.046	1	6	6	158.813	0
14.047	1	1	7	54.2521	0
14.048	1	5	8	116.497	0
14.081	1	3	1	58.6255	0
14.082	1	7	2	18.5042	0
14.084	1	2	4	281.031	0
14.085	1	4	5	477.006	0
14.086	1	6	6	206.893	0
14.087	1	1	7	76.0359	0
14.088	1	5	8	419.614	0
14.121	1	3	1	621.529	0
14.122	1	7	2	73.448	0
14.124	1	2	4	158.88	0
14.125	1	4	5	255.654	0
14.126	1	6	6	355.107	0
14.127	1	1	7	52.4023	0
14.128	1	5	8	1204.73	0
14.161	1	3	1	546.026	0
14.162	1	7	2	64.9707	0
14.164	1	2	4	316.623	0
14.165	1	4	5	456.899	0
14.166	1	6	6	129.25	0
14.167	1	1	7	21.7751	0
14.168	1	5	8	621.055	0
14.201	1	3	1	289.228	0
14.202	1	7	2	91.0977	0
14.204	1	2	4	491.731	0
14.205	1	4	5	123.677	0
14.206	1	6	6	187.942	0
14.207	1	1	7	17.3852	0
14.208	1	5	8	244.302	0
14.241	1	3	1	441.177	0
14.242	1	7	2	179.874	0
14.244	1	2	4	207.857	0
14.245	1	4	5	332.384	0
14.246	1	6	6	312.337	0
14.247	1	1	7	88.9	0
14.248	1	5	8	441.407	0
14.281	1	3	1	91.7967	0
14.282	1	7	2	91.758	0
14.284	1	2	4	194.33	0
14.285	1	4	5	537.862	0
14.286	1	6	6	191.53	0
14.287	1	1	7	137.459	0
14.288	1	5	8	99.021	0
14.321	1	3	1	280.283	0
14.322	1	7	2	263.625	0
14.324	1	2	4	242.477	0
14.325	1	4	5	1456.81	0
14.326	1	6	6	270.156	0
14.327	1	1	7	78.5837	0
14.328	1	5	8	327.556	0
14.361	1	3	1	629.806	0
14.362	1	7	2	282.414	0
14.364	1	2	4	134.239	0
14.365	1	4	5	613.476	0
14.366	1	6	6	351.457	0
14.367	1	1	7	20.0255	0
14.368	1	5	8	893.148	0
14.401	1	3	1	246.359	0
14.402	1	7	2	109.721	0
14.404	1	2	4	66.377	0
14.405	1	4	5	2398.91	0
14.406	1	6	6	143.592	0
14.407	1	1	7	40.3573	0
14.408	1	5	8	598.66	0
14.441	1	3	1	238.531	0
14.442	1	7	2	143.581	0
14.444	1	2	4	245.512	0
14.445	1	4	5	5719.65	0
14.446	1	6	6	65.774	0
14.447	1	1	7	37.7536	0
14.448	1	5	8	338.755	0
14.481	1	3	1	423.292	0
14.482	1	7	2	148.638	0
14.484	1	2	4	196.801	0
14.485	1	4	5	2823.49	0
14.486	1	6	6	218.796	0
14.487	1	1	7	19.4044	0
14.488	1	5	8	740.331	0
14.521	1	3	1	68.1881	0
14.522	1	7	2	219.384	0
14.524	1	2	4	1556.52	0
14.525	1	4	5	600.369	0
14.526	1	6	6	138.205	0
14.527	1	1	7	91.4465	0
14.528	1	5	8	63.4961	0
14.561	1	3	1	63.5963	0
14.562	1	7	2	229.129	0
14.564	1	2	4	2052.43	0
14.565	1	4	5	195.676	0
14.566	1	6	6	88.7251	0
14.567	1	1	7	27.6384	0
14.568	1	5	8	248.539	0
14.601	1	3	1	32.5885	0
14.602	1	7	2	21.2161	0
14.604	1	2	4	561.448	0
14.605	1	4	5	155.285	0
14.606	1	6	6	176.398	0
14.607	1	1	7	72.1788	0
14.608	1	5	8	344.625	0
14.641	1	3	1	153.047	0
14.642	1	7	2	218.219	0
14.644	1	2	4	406.82	0
14.645	1	4	5	371.796	0
14.646	1	6	6	64.0395	0
14.647	1	1	7	17.4183	0
14.648	1	5	8	243.305	0
14.681	1	3	1	128.439	0
14.682	1	7	2	319.273	0
14.684	1	2	4	1712.53	0
14.685	1	4	5	1177.59	0
14.686	1	6	6	194.042	0
14.687	1	1	7	46.6126	0
14.688	1	5	8	1279.9	0
14.721	1	3	1	126.886	0
