% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
24.053	1	5	2406	4	8	24	1620	0	0	0
24.133	1	6	2414	4	6	26	1836	0	0	0
24.14	1	6	2415	1	6	26	1836	0	0	0
24.213	1	7	2422	4	2	28	1095	0	0	0
24.213	1	2	2422	4	4	24	807	0	0	0
24.293	1	4	2430	4	5	26	903	0	0	0
24.293	1	3	2430	4	1	12	301	0	0	0
24.533	1	5	2454	4	8	28	2196	0	0	0
24.613	1	6	2462	4	6	28	2196	0	0	0
24.693	1	7	2470	4	2	24	807	0	0	0
24.693	1	2	2470	4	4	28	1095	0	0	0
24.773	1	4	2478	4	5	28	2196	0	0	0
24.873	1	3	2488	4	1	14	775	0	0	0
25.013	1	5	2502	4	8	28	2196	0	0	0
25.093	1	6	2510	4	6	28	2196	0	0	0
25.173	1	7	2518	4	2	28	1095	0	0	0
25.173	1	2	2518	4	4	26	903	0	0	0
25.253	1	4	2526	4	5	28	1095	0	0	0
25.253	1	3	2526	4	1	22	693	0	0	0
25.493	1	5	2550	4	8	26	1836	0	0	0
25.573	1	6	2558	4	6	28	2196	0	0	0
25.653	1	7	2566	4	2	24	807	0	0	0
25.653	1	2	2566	4	4	28	1095	0	0	0
25.733	1	4	2574	4	5	28	1095	0	0	0
25.733	1	3	2574	4	1	28	1095	0	0	0
25.973	1	5	2598	4	8	28	2196	0	0	0
26.053	1	6	2606	4	6	28	2196	0	0	0
26.133	1	7	2614	4	2	28	1095	0	0	0
26.133	1	2	2614	4	4	24	807	0	0	0
26.213	1	4	2622	4	5	28	1095	0	0	0
26.213	1	3	2622	4	1	26	903	0	0	0
26.453	1	5	2646	4	8	28	2196	0	0	0
26.533	1	6	2654	4	6	28	2196	0	0	0
26.613	1	7	2662	4	2	22	693	0	0	0
26.613	1	2	2662	4	4	22	693	0	0	0
26.693	1	4	2670	4	5	28	1095	0	0	0
26.693	1	3	2670	4	1	28	1095	0	0	0
26.7	1	4	2671	1	5	28	1095	0	0	0
26.933	1	5	2694	4	8	20	1191	0	0	0
27.013	1	6	2702	4	6	28	2196	0	0	0
27.093	1	7	2710	4	2	28	1095	0	0	0
27.093	1	2	2710	4	4	28	1095	0	0	0
27.173	1	4	2718	4	5	28	2196	0	0	0
27.413	1	5	2742	4	8	28	2196	0	0	0
27.493	1	6	2750	4	6	20	1191	0	0	0
27.528	1	3	2753	9	1	22	1383	0	0	0
27.573	1	2	2758	4	4	24	1620	0	0	0
27.593	1	7	2760	4	2	28	2196	0	0	0
27.653	1	4	2766	4	5	24	1620	0	0	0
27.888	1	3	2789	9	1	24	1620	0	0	0
27.893	1	5	2790	4	8	20	1191	0	0	0
27.973	1	6	2798	4	6	22	1383	0	0	0
28.053	1	7	2806	4	2	28	1095	0	0	0
28.053	1	2	2806	4	4	28	1095	0	0	0
28.133	1	4	2814	4	5	24	1620	0	0	0
28.168	1	3	2817	9	1	24	1620	0	0	0
28.38	1	5	2839	1	8	22	1383	0	0	0
28.453	1	6	2846	4	6	26	1836	0	0	0
28.533	1	7	2854	4	2	28	1095	0	0	0
28.533	1	2	2854	4	4	28	1095	0	0	0
28.54	1	2	2855	1	4	28	1095	0	0	0
28.613	1	4	2862	4	5	18	967	0	0	0
28.648	1	3	2865	9	1	26	1836	0	0	0
28.853	1	5	2886	4	8	22	1383	0	0	0
28.933	1	6	2894	4	6	28	2196	0	0	0
29.013	1	7	2902	4	2	28	1095	0	0	0
29.013	1	2	2902	4	4	28	1095	0	0	0
29.093	1	4	2910	4	5	18	485	0	0	0
29.093	1	3	2910	4	1	22	693	0	0	0
29.333	1	5	2934	4	8	28	2196	0	0	0
29.413	1	6	2942	4	6	28	2196	0	0	0
29.42	1	6	2943	1	6	28	2196	0	0	0
29.493	1	7	2950	4	2	28	1095	0	0	0
29.493	1	2	2950	4	4	22	693	0	0	0
29.573	1	4	2958	4	5	28	2196	0	0	0
29.808	1	3	2981	9	1	22	1383	0	0	0
29.813	1	5	2982	4	8	20	1191	0	0	0
29.815	1	3	2982	6	1	22	1383	0	0	0
29.893	1	6	2990	4	6	14	775	0	0	0
29.9	1	6	2991	1	6	14	775	0	0	0
29.921	1	6	2993	2	6	18	967	0	0	0
29.973	1	7	2998	4	2	28	1095	0	0	0
29.973	1	2	2998	4	4	20	597	0	0	0
