,Unnamed: 0,input_data,output_data,received_data_real,received_data_imag,transmitted_data_real,transmitted_data_imag,encoded_data_real,encoded_data_imag,decoded_data_real,decoded_data_imag
1532,1532,203,201,0.5610577464103699,0.07177475839853288,0.490035742521286,-0.7027339339256287,1.4142135381698608,-1.4142135381698608,1.4142135381698608,1.4142135381698608
1578,1578,106,107,0.779835045337677,0.13451920449733734,0.2241452783346176,0.8548828959465027,-1.4142135381698608,-1.4142135381698608,1.4142135381698608,-1.4142135381698608
1583,1583,104,107,0.3291985392570496,0.6588261723518372,0.09862112998962402,-0.5187035799026489,1.4142135381698608,-1.4142135381698608,1.4142135381698608,-1.4142135381698608
1588,1588,104,95,0.2955901026725769,-0.6540783047676086,-0.4577062726020813,0.412124365568161,1.4142135381698608,1.4142135381698608,1.4142135381698608,-1.4142135381698608
1660,1660,137,141,-0.018082767724990845,-0.9108248353004456,0.489789217710495,0.005736363120377064,-1.4142135381698608,-1.4142135381698608,-1.4142135381698608,1.4142135381698608
1675,1675,119,111,0.2806282639503479,-0.1975083351135254,0.11906345933675765,0.14531566202640533,1.4142135381698608,1.4142135381698608,1.4142135381698608,-1.4142135381698608
1676,1676,105,111,0.7307665944099426,-0.034240514039993286,-0.010251402854919434,0.4552139341831207,1.4142135381698608,1.4142135381698608,1.4142135381698608,-1.4142135381698608
1680,1680,123,123,0.4568987488746643,0.02224216610193253,0.29999998211860657,0.19999998807907104,1.4142135381698608,1.4142135381698608,1.4142135381698608,-1.4142135381698608
1704,1704,202,201,-0.8106458187103271,0.12401467561721803,0.17891395092010498,0.04109300300478935,-1.4142135381698608,-1.4142135381698608,1.4142135381698608,1.4142135381698608
1711,1711,208,201,0.959280252456665,0.4977280795574188,0.4877487719058991,1.037835955619812,1.4142135381698608,1.4142135381698608,1.4142135381698608,1.4142135381698608
1713,1713,134,129,0.2111659198999405,0.2742561101913452,-0.5642898082733154,-0.1989785879850388,-1.4142135381698608,1.4142135381698608,-1.4142135381698608,1.4142135381698608
1715,1715,123,129,-0.4861762523651123,-0.5542583465576172,-0.05355339124798775,-0.9949747323989868,-1.4142135381698608,1.4142135381698608,-1.4142135381698608,1.4142135381698608
1726,1726,206,199,0.6020967960357666,-0.2545031011104584,-0.3596356213092804,0.36172962188720703,1.4142135381698608,1.4142135381698608,1.4142135381698608,1.4142135381698608
1739,1739,104,95,0.23049622774124146,0.3370283842086792,0.767991840839386,-0.5675011277198792,1.4142135381698608,1.4142135381698608,1.4142135381698608,-1.4142135381698608
1765,1765,134,127,-0.7660142779350281,-0.3190871775150299,-0.18284271657466888,0.2828427255153656,1.4142135381698608,-1.4142135381698608,1.4142135381698608,-1.4142135381698608
1771,1771,120,127,0.6677420139312744,-0.026156209409236908,0.02241708151996136,0.3378492891788483,-1.4142135381698608,-1.4142135381698608,1.4142135381698608,-1.4142135381698608
