,Unnamed: 0,input_data,output_data,received_data_real,received_data_imag,transmitted_data_real,transmitted_data_imag,encoded_data_real,encoded_data_imag,decoded_data_real,decoded_data_imag
1468,1468,119,118,0.013113826513290405,-0.4668571650981903,-0.33353716135025024,-0.1920131891965866,-1.0,0.0,-1.0,0.0
1473,1473,206,199,0.3318727910518646,0.5414289832115173,0.34608471393585205,-0.03340527042746544,1.0,0.0,1.0,0.0
1487,1487,198,196,0.1540951132774353,-0.1637953817844391,0.2554865777492523,0.1855372935533524,1.0,0.0,1.0,0.0
1500,1500,223,214,0.4317464530467987,0.21502022445201874,0.5534665584564209,0.2479449808597565,-1.0,0.0,1.0,0.0
1506,1506,211,214,0.7627748250961304,0.012355450540781021,-0.25709500908851624,0.18575419485569,-1.0,0.0,1.0,0.0
1512,1512,94,102,-0.08053005486726761,-0.3025670051574707,-0.1286284178495407,-0.05129332467913628,-1.0,0.0,-1.0,0.0
1520,1520,231,229,-0.6844452023506165,-0.3850249946117401,-0.08206519484519957,-0.19090504944324493,1.0,0.0,1.0,0.0
1542,1542,211,215,0.17806972563266754,0.0005506426095962523,0.01480503100901842,-0.2554865777492523,-1.0,0.0,1.0,0.0
1543,1543,211,215,-0.1997197270393372,-0.1094534546136856,0.14395937323570251,-0.15856602787971494,-1.0,0.0,1.0,0.0
1544,1544,206,215,0.19486050307750705,-0.08440351486206055,0.05606801435351372,0.2885743081569672,1.0,0.0,1.0,0.0
1553,1553,68,74,-0.8783320188522339,0.1199975684285164,-0.20616142451763156,0.5610449314117432,1.0,0.0,-1.0,0.0
1554,1554,80,74,-0.3925698697566986,-0.3364207446575165,-0.5265807509422302,-0.029285997152328488,1.0,0.0,-1.0,0.0
1555,1555,72,74,0.3402923345565796,0.43803438544273376,0.12928931415081024,0.0,-1.0,0.0,-1.0,0.0
1560,1560,198,208,-0.23185956478118894,-0.2213336080312729,-0.7601979970932007,-0.2181359976530075,1.0,0.0,1.0,0.0
1573,1573,120,118,0.08041872084140778,0.18962016701698306,-0.20000000298023224,0.0,1.0,0.0,-1.0,0.0
1584,1584,161,160,0.7764847278594971,-0.7867093086242676,0.03014901839196682,-0.5946150422096252,1.0,0.0,1.0,0.0
1655,1655,27,17,-0.10644504427909852,-0.6388139724731445,0.01854708231985569,0.09900068491697313,1.0,0.0,-1.0,0.0
1685,1685,231,229,-0.4356425106525421,-0.21176359057426453,0.05734306573867797,0.15177272260189054,1.0,0.0,1.0,0.0
1689,1689,230,229,-0.16587287187576294,-0.6905413866043091,-0.2121320217847824,-0.041421353816986084,-1.0,0.0,1.0,0.0
1722,1722,231,238,0.15659265220165253,-0.09242727607488632,0.05394455790519714,0.4645427167415619,1.0,0.0,1.0,0.0
1725,1725,212,219,-0.21890079975128174,0.3095686137676239,0.031090652570128437,0.1230715662240982,1.0,0.0,1.0,0.0
1736,1736,74,69,0.9479057192802428,-0.2468824237585068,0.0410618893802166,-0.06178673729300499,-1.0,0.0,-1.0,0.0
1738,1738,72,69,-0.9109215736389159,0.2358990013599396,0.1571274697780609,0.3966843783855438,-1.0,0.0,-1.0,0.0
1745,1745,78,69,0.2124016135931015,0.22086431086063385,0.001380193280056119,0.3747311532497406,-1.0,0.0,-1.0,0.0
1747,1747,68,69,0.32238081097602844,-0.2766004502773285,-0.3919688761234283,-0.045140590518713,1.0,0.0,-1.0,0.0
1764,1764,67,60,0.4582855403423309,-0.5789655447006226,-0.10136697441339493,-0.16997087001800534,-1.0,0.0,-1.0,0.0
1784,1784,68,60,0.5545417666435242,-0.17626745998859406,-0.06420161575078964,-0.4305933117866516,1.0,0.0,-1.0,0.0
1808,1808,115,105,-0.16411958634853366,0.13324815034866333,0.13800568878650665,0.3245781362056732,-1.0,0.0,-1.0,0.0
1827,1827,108,102,0.1087772101163864,0.07776226848363876,-0.18345879018306727,-0.2215787172317505,1.0,0.0,-1.0,0.0
1831,1831,202,197,0.09661655128002168,0.8814624547958374,-0.048293597996234894,-0.2382683306932449,1.0,0.0,1.0,0.0
1861,1861,198,192,-0.2553324401378632,0.2098863422870636,-0.0822187215089798,0.3992786407470703,1.0,0.0,1.0,0.0
1863,1863,192,192,-0.4462708234786987,0.23194703459739685,-0.05411961302161217,-0.3504003882408142,-1.0,0.0,1.0,0.0
1875,1875,189,192,0.1451718658208847,-0.3084402084350586,0.1923532485961914,0.4696893692016602,1.0,0.0,1.0,0.0
1891,1891,94,99,0.3386833965778351,-0.4337146878242493,0.3576429784297943,-0.4343154430389404,1.0,0.0,-1.0,0.0
1902,1902,82,72,-0.8023176789283752,0.5631734132766724,0.13805978000164032,-0.09606815874576567,-1.0,0.0,-1.0,0.0
1919,1919,80,81,0.020479273051023483,-0.3178708255290985,0.22095723450183868,-0.06318213045597076,1.0,0.0,-1.0,0.0
1922,1922,231,227,0.2503290772438049,-0.3024335205554962,0.209405854344368,0.07688561081886293,1.0,0.0,1.0,0.0
1926,1926,227,227,-0.2308184504508972,-0.12629880011081696,-0.4401144981384277,0.14773142337799072,1.0,0.0,1.0,0.0
1930,1930,61,65,0.05251264199614525,0.05985110998153687,0.10998081415891647,-0.1225436106324196,1.0,0.0,-1.0,0.0
1937,1937,56,65,0.8143750429153442,0.05940074473619461,-0.3035502135753632,-0.19303183257579806,-1.0,0.0,-1.0,0.0
1946,1946,55,60,-0.3551895320415497,0.456102579832077,0.07686909288167952,0.05083844065666199,-1.0,0.0,-1.0,0.0
1950,1950,138,132,-0.3080703616142273,-0.0772363543510437,-0.1556229293346405,0.2421848773956299,-1.0,0.0,1.0,0.0
1954,1954,115,105,0.017780661582946774,0.20177200436592105,0.3214752674102783,-0.12015964835882187,-1.0,0.0,-1.0,0.0
1991,1991,49,53,-0.2398630529642105,-0.6627169251441956,0.05465485528111458,0.13478608429431915,-1.0,0.0,-1.0,0.0
1992,1992,49,53,-0.2398630529642105,-0.6627169251441956,0.05465485528111458,0.13478608429431915,-1.0,0.0,-1.0,0.0
2006,2006,144,144,-0.34765154123306274,0.09067779779434204,0.8137611746788025,-0.21090053021907806,1.0,0.0,1.0,0.0
2024,2024,22,17,0.06500194221734999,-0.06844165921211243,0.14330391585826874,-0.2903157770633697,1.0,0.0,-1.0,0.0
2028,2028,49,43,0.2472230345010757,0.09339262545108797,0.03826833888888359,0.2789498865604401,-1.0,0.0,-1.0,0.0
2040,2040,61,60,0.5149250030517578,0.13561797142028809,-0.04601345211267471,-0.15960466861724856,1.0,0.0,-1.0,0.0
2064,2064,49,53,0.4216962158679962,-0.252653568983078,0.3214752674102783,0.12015964835882187,-1.0,0.0,-1.0,0.0
2091,2091,177,180,-0.03025915287435055,0.11029337346553802,-0.21887436509132385,-0.5425909161567688,1.0,0.0,1.0,0.0
2093,2093,163,163,-0.2552810311317444,-0.11514289677143096,0.23323993384838104,0.0610613115131855,-1.0,0.0,1.0,0.0
2105,2105,231,221,0.19027847051620486,0.3502783179283142,0.044672634452581406,-0.563497006893158,1.0,0.0,1.0,0.0
2161,2161,254,247,0.07349298894405365,0.9351438283920288,0.4140652120113373,-0.007612049579620361,1.0,0.0,1.0,0.0
2167,2167,252,247,0.08851254731416702,-0.9062165021896362,0.1997893899679184,0.3632384836673737,1.0,0.0,1.0,0.0
2181,2181,198,193,0.2417169511318207,-0.0505266860127449,0.12122147530317308,-0.4636757969856262,1.0,0.0,1.0,0.0
2185,2185,191,193,0.5070703029632568,0.06350021809339522,0.30000001192092896,0.20000000298023224,1.0,0.0,1.0,0.0
2188,2188,42,38,-0.28015562891960144,0.12134838104248047,-0.033536054193973534,-0.3758709132671356,1.0,0.0,-1.0,0.0
