% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
3.226	2	3	323	7	2	2	65	0
3.227	1	2	323	8	1	2	65	0
3.227	2	3	323	8	2	2	65	0
3.228	1	2	323	9	1	2	65	0
3.228	2	3	323	9	2	2	65	0
3.229	1	2	323	10	1	2	65	0
3.229	2	3	323	10	2	2	65	0
3.23	1	2	324	1	1	2	65	0
3.23	2	3	324	1	2	2	65	0
3.231	1	2	324	2	1	2	65	0
3.231	2	3	324	2	2	2	65	0
3.232	1	2	324	3	1	2	65	0
3.232	2	3	324	3	2	2	65	0
3.233	1	2	324	4	1	2	65	0
3.233	2	3	324	4	2	2	65	0
3.234	1	2	324	5	1	2	65	0
3.234	2	3	324	5	2	2	65	0
3.235	1	2	324	6	1	2	65	0
3.235	2	3	324	6	2	2	65	0
3.236	1	2	324	7	1	2	65	0
3.237	1	2	324	8	1	2	65	0
3.238	1	2	324	9	1	2	65	0
3.239	1	2	324	10	1	2	65	0
3.24	1	2	325	1	1	2	65	0
3.241	1	2	325	2	1	2	65	0
3.242	1	2	325	3	1	2	65	0
3.242	1	1	325	3	2	10	261	0
3.243	1	2	325	4	1	2	65	0
3.243	1	1	325	4	2	10	261	0
3.244	1	2	325	5	1	2	65	0
3.244	1	1	325	5	2	10	261	0
3.245	1	2	325	6	1	2	65	0
3.245	1	1	325	6	2	10	261	0
3.246	1	2	325	7	1	2	65	0
3.246	1	1	325	7	2	10	261	0
3.247	1	2	325	8	1	2	65	0
3.247	1	1	325	8	2	10	261	0
3.248	1	2	325	9	1	2	65	0
3.248	1	1	325	9	2	10	261	0
3.249	1	2	325	10	1	2	65	0
3.249	1	1	325	10	2	10	261	0
3.25	1	2	326	1	1	2	65	0
3.25	1	1	326	1	2	10	261	0
3.251	1	2	326	2	1	2	137	0
3.252	1	2	326	3	1	2	137	0
3.253	1	2	326	4	1	2	137	0
3.254	1	2	326	5	1	2	137	0
3.255	1	2	326	6	1	2	137	0
3.256	1	2	326	7	1	2	137	0
3.257	1	2	326	8	1	2	137	0
3.258	1	2	326	9	1	2	137	0
3.259	1	2	326	10	1	2	137	0
3.26	1	2	327	1	1	2	137	0
3.261	1	2	327	2	1	2	137	0
3.262	1	2	327	3	1	2	137	0
3.315	1	2	332	6	1	10	261	0
3.315	2	5	332	6	3	28	749	0
3.315	2	4	332	6	1	0	26	0
3.316	1	2	332	7	1	10	261	0
3.316	2	5	332	7	3	28	749	0
3.316	2	4	332	7	1	0	26	0
3.317	1	2	332	8	1	10	261	0
3.317	2	5	332	8	3	28	749	0
3.317	2	4	332	8	1	0	26	0
3.318	1	2	332	9	1	10	261	0
3.319	1	2	332	10	1	10	261	0
3.32	1	2	333	1	1	10	261	0
3.321	1	2	333	2	1	2	65	0
3.322	1	2	333	3	1	2	65	0
3.322	2	5	333	3	3	28	749	0
3.322	2	3	333	3	2	4	69	0
3.323	1	2	333	4	1	2	65	0
3.323	2	5	333	4	3	28	749	0
3.323	2	3	333	4	2	4	69	0
3.324	1	2	333	5	1	2	65	0
3.324	2	5	333	5	3	28	749	0
3.324	2	3	333	5	2	4	69	0
3.325	1	2	333	6	1	2	65	0
3.325	2	3	333	6	2	4	105	0
3.326	1	2	333	7	1	2	65	0
3.326	2	3	333	7	2	4	105	0
3.327	1	2	333	8	1	2	65	0
3.327	2	3	333	8	2	4	105	0
3.328	1	2	333	9	1	2	65	0
3.328	2	3	333	9	2	4	105	0
3.329	1	2	333	10	1	2	65	0
3.329	2	3	333	10	2	4	105	0
3.33	1	2	334	1	1	2	65	0
3.33	2	3	334	1	2	4	105	0
3.331	2	3	334	2	2	4	105	0
3.332	2	3	334	3	2	4	105	0
3.333	2	3	334	4	2	4	105	0
3.334	2	3	334	5	2	4	105	0
3.335	2	3	334	6	2	4	105	0
3.336	2	3	334	7	2	4	105	0
3.337	2	3	334	8	2	4	105	0
3.338	2	3	334	9	2	4	105	0
3.339	2	3	334	10	2	4	105	0
3.34	2	3	335	1	2	4	105	0
3.341	2	3	335	2	2	4	105	0
3.342	2	3	335	3	2	4	105	0
3.343	2	3	335	4	2	4	105	0
3.465	2	3	347	6	2	6	101	0
3.465	2	5	347	6	3	18	357	0
3.466	2	3	347	7	2	6	101	0
3.466	2	5	347	7	3	18	357	0
3.467	2	3	347	8	2	6	101	0
3.467	2	5	347	8	3	18	357	0
3.468	2	3	347	9	2	6	101	0
3.468	2	5	347	9	3	18	357	0
3.469	2	3	347	10	2	6	101	0
3.469	2	5	347	10	3	18	357	0
3.47	2	3	348	1	2	6	101	0
3.47	2	5	348	1	3	18	357	0
3.471	2	3	348	2	2	4	105	0
3.472	2	3	348	3	2	4	105	0
3.473	2	3	348	4	2	4	105	0
3.474	2	3	348	5	2	4	105	0
3.475	2	3	348	6	2	4	105	0
3.476	2	3	348	7	2	4	105	0
3.477	2	3	348	8	2	4	105	0
3.478	2	3	348	9	2	4	105	0
3.479	2	3	348	10	2	4	105	0
3.48	2	3	349	1	2	4	105	0
3.481	2	3	349	2	2	4	105	0
3.482	2	3	349	3	2	6	153	0
3.483	2	3	349	4	2	6	153	0
3.484	2	3	349	5	2	6	153	0
3.487	2	5	349	8	3	28	1095	0
3.521	1	2	353	2	1	2	65	0
3.522	1	1	353	3	2	2	65	0
3.522	1	2	353	3	1	2	65	0
3.523	1	1	353	4	2	2	65	0
3.523	1	2	353	4	1	2	65	0
3.524	1	1	353	5	2	2	65	0
3.524	1	2	353	5	1	2	65	0
3.525	1	1	353	6	2	2	65	0
3.525	1	2	353	6	1	2	65	0
3.526	1	1	353	7	2	2	65	0
3.526	1	2	353	7	1	2	65	0
3.527	1	1	353	8	2	2	65	0
3.527	1	2	353	8	1	2	65	0
3.528	1	1	353	9	2	2	65	0
3.528	1	2	353	9	1	2	65	0
3.529	1	1	353	10	2	2	65	0
3.529	1	2	353	10	1	2	65	0
3.53	1	1	354	1	2	2	65	0
3.53	1	2	354	1	1	2	65	0
3.531	1	1	354	2	2	2	65	0
3.531	1	2	354	2	1	2	65	0
3.532	1	1	354	3	2	2	65	0
3.532	1	2	354	3	1	2	65	0
3.533	1	1	354	4	2	2	65	0
3.533	1	2	354	4	1	2	65	0
3.534	1	1	354	5	2	2	65	0
3.534	1	2	354	5	1	2	65	0
3.535	1	1	354	6	2	2	65	0
3.535	1	2	354	6	1	2	65	0
3.536	1	1	354	7	2	2	65	0
3.536	1	2	354	7	1	2	65	0
3.537	1	1	354	8	2	2	65	0
3.537	1	2	354	8	1	2	65	0
3.538	1	1	354	9	2	2	65	0
3.538	1	2	354	9	1	2	65	0
3.539	1	1	354	10	2	2	65	0
3.539	1	2	354	10	1	2	65	0
3.54	1	1	355	1	2	2	65	0
3.54	1	2	355	1	1	2	65	0
3.541	1	1	355	2	2	2	65	0
3.541	1	2	355	2	1	2	65	0
3.542	1	1	355	3	2	2	65	0
3.542	1	2	355	3	1	2	65	0
3.543	1	1	355	4	2	2	65	0
3.543	1	2	355	4	1	2	65	0
3.544	1	1	355	5	2	2	65	0
3.544	1	2	355	5	1	2	65	0
3.545	1	1	355	6	2	2	65	0
3.545	1	2	355	6	1	2	65	0
3.546	1	1	355	7	2	2	65	0
3.546	1	2	355	7	1	2	65	0
3.547	1	1	355	8	2	2	65	0
3.547	1	2	355	8	1	2	65	0
3.548	1	1	355	9	2	2	65	0
3.548	1	2	355	9	1	2	65	0
3.549	1	1	355	10	2	2	65	0
3.549	1	2	355	10	1	2	65	0
3.55	1	1	356	1	2	2	65	0
3.55	1	2	356	1	1	2	65	0
3.551	1	1	356	2	2	2	65	0
3.551	1	2	356	2	1	2	65	0
3.552	1	1	356	3	2	2	65	0
3.552	1	2	356	3	1	2	65	0
3.553	1	1	356	4	2	2	65	0
3.553	1	2	356	4	1	2	65	0
3.554	1	1	356	5	2	2	65	0
3.554	1	2	356	5	1	2	65	0
3.555	1	1	356	6	2	2	137	0
3.556	1	1	356	7	2	2	137	0
3.557	1	1	356	8	2	2	137	0
3.558	1	1	356	9	2	2	137	0
3.559	1	1	356	10	2	2	137	0
3.56	1	1	357	1	2	2	137	0
3.561	1	1	357	2	2	2	137	0
3.562	1	1	357	3	2	2	137	0
3.563	1	1	357	4	2	2	137	0
3.564	1	1	357	5	2	2	137	0
3.565	1	1	357	6	2	2	137	0
3.566	1	1	357	7	2	2	137	0
3.567	1	1	357	8	2	2	137	0
3.568	1	1	357	9	2	2	137	0
3.569	1	1	357	10	2	2	137	0
3.57	1	1	358	1	2	2	137	0
3.571	1	1	358	2	2	2	137	0
3.572	1	1	358	3	2	2	137	0
3.573	1	1	358	4	2	2	137	0
3.574	1	1	358	5	2	2	137	0
3.615	1	2	362	6	1	0	41	0
3.615	2	5	362	6	3	28	749	0
3.616	1	2	362	7	1	0	41	0
3.616	2	5	362	7	3	28	749	0
3.617	1	2	362	8	1	0	41	0
3.617	2	5	362	8	3	28	749	0
3.618	1	2	362	9	1	0	41	0
3.619	1	2	362	10	1	0	41	0
3.62	1	2	363	1	1	0	41	0
3.621	1	2	363	2	1	0	41	0
3.622	1	2	363	3	1	0	41	0
3.622	2	5	363	3	3	28	749	0
3.623	1	2	363	4	1	0	41	0
3.623	2	5	363	4	3	28	749	0
3.624	1	2	363	5	1	0	41	0
3.624	2	5	363	5	3	28	749	0
3.625	1	2	363	6	1	0	41	0
3.626	1	2	363	7	1	0	41	0
3.627	1	2	363	8	1	0	41	0
3.628	1	2	363	9	1	0	41	0
3.629	1	2	363	10	1	0	41	0
3.629	2	5	363	10	3	28	749	0
3.63	1	2	364	1	1	0	41	0
3.631	1	2	364	2	1	0	41	0
3.632	1	2	364	3	1	0	41	0
3.633	1	2	364	4	1	0	41	0
3.634	1	2	364	5	1	0	41	0
3.635	1	2	364	6	1	0	41	0
3.636	1	2	364	7	1	0	41	0
3.637	1	2	364	8	1	0	41	0
3.638	1	2	364	9	1	0	41	0
3.639	1	2	364	10	1	0	41	0
3.64	1	2	365	1	1	0	41	0
3.641	1	2	365	2	1	8	209	0
3.641	2	4	365	2	1	0	41	0
3.642	1	2	365	3	1	8	209	0
3.642	2	4	365	3	1	0	41	0
3.643	1	2	365	4	1	8	209	0
3.643	2	4	365	4	1	0	41	0
3.644	1	2	365	5	1	8	209	0
3.644	2	4	365	5	1	0	41	0
3.645	1	2	365	6	1	8	209	0
3.645	2	4	365	6	1	0	41	0
3.646	1	2	365	7	1	8	209	0
3.646	2	4	365	7	1	0	41	0
3.647	2	4	365	8	1	0	41	0
3.648	2	4	365	9	1	0	41	0
3.649	2	4	365	10	1	0	41	0
3.65	2	4	366	1	1	0	41	0
3.651	2	4	366	2	1	0	41	0
3.652	2	4	366	3	1	0	41	0
3.653	2	4	366	4	1	0	41	0
3.654	2	4	366	5	1	0	41	0
3.655	2	4	366	6	1	0	41	0
3.656	2	4	366	7	1	0	41	0
3.657	2	4	366	8	1	0	41	0
3.658	2	4	366	9	1	0	41	0
3.659	2	4	366	10	1	0	41	0
3.66	2	4	367	1	1	0	41	0
3.661	2	4	367	2	1	0	41	0
3.662	2	4	367	3	1	0	41	0
3.663	2	4	367	4	1	0	41	0
3.664	2	4	367	5	1	0	41	0
3.665	2	4	367	6	1	0	41	0
3.666	2	4	367	7	1	0	41	0
3.667	2	4	367	8	1	0	41	0
3.668	2	4	367	9	1	0	41	0
3.669	2	4	367	10	1	0	41	0
3.67	2	4	368	1	1	0	41	0
3.671	2	4	368	2	1	0	41	0
3.672	2	4	368	3	1	0	41	0
3.673	2	4	368	4	1	0	41	0
3.674	2	4	368	5	1	0	41	0
3.675	2	4	368	6	1	0	41	0
3.676	2	4	368	7	1	0	41	0
3.677	2	4	368	8	1	0	41	0
3.678	2	4	368	9	1	0	41	0
3.679	2	4	368	10	1	0	41	0
3.68	2	4	369	1	1	0	41	0
3.765	2	5	377	6	3	28	749	0
3.766	2	5	377	7	3	28	749	0
3.767	2	5	377	8	3	28	749	0
3.802	2	3	381	3	2	8	209	0
3.803	2	3	381	4	2	8	209	0
3.804	2	3	381	5	2	8	209	0
3.805	2	3	381	6	2	8	209	0
3.806	2	3	381	7	2	8	209	0
3.807	2	3	381	8	2	8	209	0
3.808	2	3	381	9	2	8	209	0
3.809	2	3	381	10	2	8	209	0
3.81	2	3	382	1	2	8	209	0
3.811	2	3	382	2	2	8	209	0
3.812	2	3	382	3	2	8	209	0
3.813	2	3	382	4	2	8	209	0
3.814	2	3	382	5	2	8	209	0
3.815	2	3	382	6	2	8	209	0
3.816	2	3	382	7	2	8	209	0
3.817	2	3	382	8	2	8	209	0
3.818	2	3	382	9	2	8	209	0
3.819	2	3	382	10	2	8	209	0
3.82	2	3	383	1	2	8	209	0
3.821	2	3	383	2	2	8	209	0
3.822	2	3	383	3	2	8	209	0
3.823	2	3	383	4	2	8	209	0
3.824	2	3	383	5	2	8	209	0
3.841	1	2	385	2	1	0	41	0
3.842	1	2	385	3	1	0	41	0
3.843	1	2	385	4	1	0	41	0
3.844	1	2	385	5	1	0	41	0
3.845	1	2	385	6	1	0	41	0
3.846	1	2	385	7	1	0	41	0
3.847	1	2	385	8	1	0	41	0
3.848	1	2	385	9	1	0	41	0
3.849	1	2	385	10	1	0	41	0
3.85	1	2	386	1	1	0	41	0
3.851	1	2	386	2	1	0	41	0
3.852	1	2	386	3	1	0	41	0
3.853	1	2	386	4	1	0	41	0
3.854	1	2	386	5	1	0	41	0
3.855	1	2	386	6	1	0	41	0
3.856	1	2	386	7	1	0	41	0
3.857	1	2	386	8	1	0	41	0
3.858	1	2	386	9	1	0	41	0
3.859	1	2	386	10	1	0	41	0
3.86	1	2	387	1	1	0	41	0
3.861	1	2	387	2	1	0	41	0
3.862	1	2	387	3	1	0	41	0
3.863	1	2	387	4	1	0	41	0
3.864	1	2	387	5	1	0	41	0
3.865	1	2	387	6	1	0	41	0
3.866	1	2	387	7	1	0	41	0
3.867	1	2	387	8	1	0	41	0
3.868	1	2	387	9	1	0	41	0
3.869	1	2	387	10	1	0	41	0
3.87	1	2	388	1	1	0	41	0
3.871	1	2	388	2	1	0	41	0
3.872	1	2	388	3	1	0	41	0
3.873	1	2	388	4	1	0	41	0
3.874	1	2	388	5	1	0	41	0
3.875	1	2	388	6	1	0	41	0
3.876	1	2	388	7	1	0	41	0
3.877	1	2	388	8	1	0	41	0
3.878	1	2	388	9	1	0	41	0
3.879	1	2	388	10	1	0	41	0
3.88	1	2	389	1	1	0	41	0
3.915	2	5	392	6	3	28	749	0
3.915	2	4	392	6	1	0	26	0
3.916	2	5	392	7	3	28	749	0
3.916	2	4	392	7	1	0	26	0
3.917	2	5	392	8	3	28	749	0
3.917	2	4	392	8	1	0	26	0
3.922	2	3	393	3	2	8	209	0
3.923	2	3	393	4	2	8	209	0
3.924	2	3	393	5	2	8	209	0
3.925	2	3	393	6	2	8	209	0
3.926	2	3	393	7	2	8	209	0
3.927	2	3	393	8	2	8	209	0
3.928	2	3	393	9	2	8	209	0
3.929	2	3	393	10	2	8	209	0
3.93	2	3	394	1	2	8	209	0
3.931	2	3	394	2	2	8	209	0
3.932	2	3	394	3	2	8	209	0
3.961	2	4	397	2	1	0	85	0
3.962	2	4	397	3	1	0	85	0
3.963	2	4	397	4	1	0	85	0
3.964	2	4	397	5	1	0	85	0
3.965	2	4	397	6	1	0	85	0
3.966	2	4	397	7	1	0	85	0
3.967	2	4	397	8	1	0	85	0
3.968	2	4	397	9	1	0	85	0
3.969	2	4	397	10	1	0	85	0
3.97	2	4	398	1	1	0	85	0
3.971	2	4	398	2	1	0	85	0
3.972	2	4	398	3	1	0	85	0
3.973	2	4	398	4	1	0	85	0
3.974	2	4	398	5	1	0	85	0
3.975	2	4	398	6	1	0	85	0
3.976	2	4	398	7	1	0	85	0
3.977	2	4	398	8	1	0	85	0
3.978	2	4	398	9	1	0	85	0
3.979	2	4	398	10	1	0	85	0
3.98	2	4	399	1	1	0	85	0
3.981	2	4	399	2	1	0	85	0
3.982	2	4	399	3	1	0	85	0
3.983	2	4	399	4	1	0	85	0
3.984	2	4	399	5	1	0	85	0
3.985	2	4	399	6	1	0	85	0
3.986	2	4	399	7	1	0	85	0
3.987	2	4	399	8	1	0	85	0
3.988	2	4	399	9	1	0	85	0
3.989	2	4	399	10	1	0	85	0
3.99	2	4	400	1	1	0	85	0
3.991	2	4	400	2	1	0	85	0
3.992	2	4	400	3	1	0	85	0
3.993	2	4	400	4	1	0	85	0
3.994	2	4	400	5	1	0	85	0
3.995	2	4	400	6	1	0	85	0
3.996	2	4	400	7	1	0	85	0
3.997	2	4	400	8	1	0	85	0
3.998	2	4	400	9	1	0	85	0
3.999	2	4	400	10	1	0	85	0
4	2	4	401	1	1	0	85	0
4.041	1	2	405	2	1	0	41	0
4.042	1	2	405	3	1	0	41	0
4.042	1	1	405	3	2	4	105	0
4.043	1	2	405	4	1	0	41	0
4.043	1	1	405	4	2	4	105	0
4.044	1	2	405	5	1	0	41	0
4.044	1	1	405	5	2	4	105	0
4.045	1	2	405	6	1	0	41	0
4.045	1	1	405	6	2	4	105	0
4.046	1	2	405	7	1	0	41	0
4.046	1	1	405	7	2	4	105	0
4.047	1	2	405	8	1	0	41	0
4.047	1	1	405	8	2	4	105	0
4.048	1	2	405	9	1	0	41	0
4.048	1	1	405	9	2	4	105	0
4.049	1	2	405	10	1	0	41	0
4.049	1	1	405	10	2	4	105	0
4.05	1	2	406	1	1	0	41	0
4.05	1	1	406	1	2	4	105	0
4.051	1	2	406	2	1	0	41	0
4.051	1	1	406	2	2	4	105	0
4.052	1	2	406	3	1	0	41	0
4.052	1	1	406	3	2	4	105	0
4.053	1	2	406	4	1	0	41	0
4.053	1	1	406	4	2	4	105	0
4.054	1	2	406	5	1	0	41	0
4.054	1	1	406	5	2	4	105	0
4.055	1	2	406	6	1	0	41	0
4.055	1	1	406	6	2	4	105	0
4.056	1	2	406	7	1	0	41	0
4.056	1	1	406	7	2	4	105	0
4.057	1	2	406	8	1	0	41	0
4.057	1	1	406	8	2	4	105	0
4.058	1	2	406	9	1	0	41	0
4.058	1	1	406	9	2	4	105	0
4.059	1	2	406	10	1	0	41	0
4.059	1	1	406	10	2	4	105	0
4.06	1	2	407	1	1	0	41	0
4.06	1	1	407	1	2	4	105	0
4.061	1	2	407	2	1	0	41	0
4.061	1	1	407	2	2	4	105	0
4.062	1	2	407	3	1	0	41	0
4.062	1	1	407	3	2	4	105	0
4.063	1	2	407	4	1	0	41	0
4.063	1	1	407	4	2	4	105	0
4.064	1	2	407	5	1	0	41	0
4.064	1	1	407	5	2	4	105	0
4.065	1	2	407	6	1	0	41	0
4.065	1	1	407	6	2	4	105	0
4.065	2	3	407	6	2	2	41	0
4.065	2	5	407	6	3	28	749	0
4.066	1	2	407	7	1	0	41	0
4.066	1	1	407	7	2	4	105	0
4.066	2	3	407	7	2	2	41	0
4.066	2	5	407	7	3	28	749	0
4.067	1	2	407	8	1	0	41	0
4.067	1	1	407	8	2	4	105	0
4.067	2	3	407	8	2	2	41	0
4.067	2	5	407	8	3	28	749	0
4.068	1	2	407	9	1	0	41	0
4.068	1	1	407	9	2	4	105	0
4.068	2	3	407	9	2	2	65	0
4.069	1	2	407	10	1	0	41	0
4.069	1	1	407	10	2	4	105	0
4.069	2	3	407	10	2	2	65	0
4.07	1	2	408	1	1	0	41	0
4.07	1	1	408	1	2	4	105	0
4.07	2	3	408	1	2	2	65	0
4.071	1	2	408	2	1	0	41	0
4.071	1	1	408	2	2	4	105	0
4.071	2	3	408	2	2	2	65	0
4.072	1	2	408	3	1	0	41	0
4.072	1	1	408	3	2	4	105	0
4.072	2	3	408	3	2	2	65	0
4.073	1	2	408	4	1	0	41	0
4.073	1	1	408	4	2	4	105	0
4.073	2	3	408	4	2	2	65	0
4.074	1	2	408	5	1	0	41	0
4.074	1	1	408	5	2	4	105	0
4.074	2	3	408	5	2	2	65	0
4.075	1	2	408	6	1	0	41	0
4.075	1	1	408	6	2	4	105	0
4.075	2	3	408	6	2	2	65	0
4.076	1	2	408	7	1	0	41	0
4.076	1	1	408	7	2	4	105	0
4.076	2	3	408	7	2	2	65	0
4.077	1	2	408	8	1	0	41	0
4.077	1	1	408	8	2	4	105	0
4.077	2	3	408	8	2	2	65	0
4.078	1	2	408	9	1	0	41	0
4.078	1	1	408	9	2	4	105	0
4.078	2	3	408	9	2	2	65	0
4.079	1	2	408	10	1	0	41	0
4.079	1	1	408	10	2	4	105	0
4.079	2	3	408	10	2	2	65	0
4.08	1	2	409	1	1	0	41	0
4.08	1	1	409	1	2	4	105	0
4.08	2	3	409	1	2	2	65	0
4.081	1	1	409	2	2	4	105	0
4.081	2	3	409	2	2	2	65	0
4.082	1	1	409	3	2	8	209	0
4.083	1	1	409	4	2	8	209	0
4.084	1	1	409	5	2	8	209	0
4.085	1	1	409	6	2	8	209	0
4.086	1	1	409	7	2	8	209	0
4.087	1	1	409	8	2	8	209	0
4.088	1	1	409	9	2	8	209	0
4.089	1	1	409	10	2	8	209	0
4.09	1	1	410	1	2	8	209	0
4.091	1	1	410	2	2	8	209	0
4.092	1	1	410	3	2	8	209	0
4.093	1	1	410	4	2	8	209	0
4.094	1	1	410	5	2	8	209	0
4.095	1	1	410	6	2	8	209	0
4.096	1	1	410	7	2	8	209	0
4.097	1	1	410	8	2	8	209	0
4.098	1	1	410	9	2	8	209	0
4.099	1	1	410	10	2	8	209	0
4.1	1	1	411	1	2	8	209	0
4.101	1	1	411	2	2	8	209	0
4.102	1	1	411	3	2	8	209	0
4.103	1	1	411	4	2	8	209	0
4.104	1	1	411	5	2	8	209	0
4.105	1	1	411	6	2	8	209	0
4.106	1	1	411	7	2	8	209	0
4.107	1	1	411	8	2	8	209	0
4.108	1	1	411	9	2	8	209	0
4.109	1	1	411	10	2	8	209	0
4.121	1	2	413	2	1	2	137	0
4.122	1	2	413	3	1	2	137	0
4.123	1	2	413	4	1	2	137	0
4.124	1	2	413	5	1	2	137	0
4.125	1	2	413	6	1	2	137	0
4.126	1	2	413	7	1	2	137	0
4.127	1	2	413	8	1	2	137	0
4.128	1	2	413	9	1	2	137	0
4.129	1	2	413	10	1	2	137	0
4.13	1	2	414	1	1	2	137	0
4.131	1	2	414	2	1	2	137	0
4.132	1	2	414	3	1	2	137	0
4.133	1	2	414	4	1	2	137	0
4.134	1	2	414	5	1	2	137	0
4.135	1	2	414	6	1	2	137	0
4.136	1	2	414	7	1	2	137	0
4.137	1	2	414	8	1	2	137	0
4.138	1	2	414	9	1	2	137	0
4.139	1	2	414	10	1	2	137	0
4.14	1	2	415	1	1	2	137	0
4.141	1	2	415	2	1	2	137	0
4.142	1	2	415	3	1	2	137	0
4.143	1	2	415	4	1	2	137	0
4.144	1	2	415	5	1	2	137	0
4.145	1	2	415	6	1	2	137	0
4.146	1	2	415	7	1	2	137	0
4.147	1	2	415	8	1	2	137	0
4.148	1	2	415	9	1	2	137	0
4.149	1	2	415	10	1	2	137	0
4.15	1	2	416	1	1	2	137	0
4.151	1	2	416	2	1	2	137	0
4.152	1	2	416	3	1	2	137	0
4.153	1	2	416	4	1	2	137	0
4.215	1	1	422	6	2	18	549	0
4.215	2	5	422	6	3	28	749	0
4.216	1	1	422	7	2	18	549	0
4.216	2	5	422	7	3	28	749	0
4.217	1	1	422	8	2	18	549	0
4.217	2	5	422	8	3	28	749	0
4.218	1	1	422	9	2	18	549	0
4.218	2	5	422	9	3	28	749	0
4.219	2	5	422	10	3	28	749	0
4.22	2	5	423	1	3	28	749	0
4.221	2	5	423	2	3	28	749	0
4.222	2	5	423	3	3	28	749	0
4.223	2	5	423	4	3	28	749	0
4.224	2	5	423	5	3	28	749	0
4.225	2	5	423	6	3	28	749	0
4.321	2	4	433	2	1	0	41	0
4.322	2	3	433	3	2	2	65	0
4.322	2	4	433	3	1	0	41	0
4.323	2	3	433	4	2	2	65	0
4.323	2	4	433	4	1	0	41	0
4.324	2	3	433	5	2	2	65	0
4.324	2	4	433	5	1	0	41	0
4.325	2	3	433	6	2	2	65	0
4.325	2	4	433	6	1	0	41	0
4.326	2	3	433	7	2	2	65	0
4.326	2	4	433	7	1	0	41	0
4.327	2	3	433	8	2	2	65	0
4.327	2	4	433	8	1	0	41	0
4.328	2	3	433	9	2	2	65	0
4.328	2	4	433	9	1	0	41	0
4.329	2	3	433	10	2	2	65	0
4.329	2	4	433	10	1	0	41	0
4.33	2	3	434	1	2	2	65	0
4.33	2	4	434	1	1	0	41	0
4.331	2	3	434	2	2	2	65	0
4.331	2	4	434	2	1	0	41	0
4.332	2	3	434	3	2	2	65	0
4.332	2	4	434	3	1	0	41	0
4.333	2	3	434	4	2	2	65	0
4.333	2	4	434	4	1	0	41	0
4.334	2	3	434	5	2	2	65	0
4.334	2	4	434	5	1	0	41	0
4.335	2	3	434	6	2	2	65	0
4.335	2	4	434	6	1	0	41	0
4.336	2	3	434	7	2	2	65	0
4.336	2	4	434	7	1	0	41	0
4.337	2	3	434	8	2	2	65	0
4.337	2	4	434	8	1	0	41	0
4.338	2	3	434	9	2	2	65	0
4.338	2	4	434	9	1	0	41	0
4.339	2	3	434	10	2	2	65	0
4.339	2	4	434	10	1	0	41	0
4.34	2	3	435	1	2	2	65	0
4.34	2	4	435	1	1	0	41	0
4.341	2	3	435	2	2	2	65	0
4.341	2	4	435	2	1	0	41	0
4.342	2	3	435	3	2	2	65	0
4.342	2	4	435	3	1	0	41	0
4.343	2	3	435	4	2	2	65	0
4.343	2	4	435	4	1	0	41	0
4.344	2	3	435	5	2	2	65	0
4.344	2	4	435	5	1	0	41	0
4.345	2	3	435	6	2	2	65	0
4.345	2	4	435	6	1	0	41	0
4.346	2	3	435	7	2	2	65	0
4.346	2	4	435	7	1	0	41	0
4.347	2	3	435	8	2	2	65	0
4.347	2	4	435	8	1	0	41	0
4.348	2	3	435	9	2	2	65	0
4.348	2	4	435	9	1	0	41	0
4.349	2	3	435	10	2	2	65	0
4.349	2	4	435	10	1	0	41	0
4.35	2	3	436	1	2	2	65	0
4.35	2	4	436	1	1	0	41	0
4.351	2	3	436	2	2	2	65	0
4.351	2	4	436	2	1	0	41	0
4.352	2	3	436	3	2	2	65	0
4.352	2	4	436	3	1	0	41	0
4.353	2	3	436	4	2	2	65	0
4.353	2	4	436	4	1	0	41	0
4.354	2	3	436	5	2	2	65	0
4.354	2	4	436	5	1	0	41	0
4.355	2	3	436	6	2	2	65	0
4.355	2	4	436	6	1	0	41	0
4.356	2	3	436	7	2	2	65	0
4.356	2	4	436	7	1	0	41	0
4.357	2	3	436	8	2	2	65	0
4.357	2	4	436	8	1	0	41	0
4.358	2	3	436	9	2	2	65	0
4.358	2	4	436	9	1	0	41	0
4.359	2	3	436	10	2	2	65	0
4.359	2	4	436	10	1	0	41	0
4.36	2	3	437	1	2	2	65	0
4.36	2	4	437	1	1	0	41	0
4.361	2	3	437	2	2	2	65	0
4.362	2	3	437	3	2	2	65	0
4.363	2	3	437	4	2	2	65	0
4.364	2	3	437	5	2	2	65	0
4.365	1	2	437	6	1	2	65	0
4.365	2	3	437	6	2	2	41	0
4.365	2	5	437	6	3	28	749	0
4.366	1	2	437	7	1	2	65	0
4.366	2	3	437	7	2	2	41	0
4.366	2	5	437	7	3	28	749	0
4.367	1	2	437	8	1	2	65	0
4.367	2	3	437	8	2	2	41	0
4.367	2	5	437	8	3	28	749	0
4.368	1	2	437	9	1	2	65	0
4.368	2	3	437	9	2	2	65	0
4.369	1	2	437	10	1	2	65	0
4.369	2	3	437	10	2	2	65	0
4.37	1	2	438	1	1	2	65	0
4.37	2	3	438	1	2	2	65	0
4.371	1	2	438	2	1	2	65	0
4.371	2	3	438	2	2	2	65	0
4.372	1	2	438	3	1	2	65	0
4.372	2	3	438	3	2	2	65	0
4.373	1	2	438	4	1	2	65	0
4.373	2	5	438	4	3	28	749	0
